SysNo,ReceiptType,ReceiptNo,AcctNo,BillNo,PymtDate,PymtMethod,Cash,CheckAmt,CheckNo,BankID,Branch,ReceiptStatus,Teller,BankSource
220202,4,1575756,711100098,10277299,4/25/2019,0,210,0,               ,,               ,1,MENCHIE,0
220201,4,1575755,811100081,10277568,4/25/2019,0,525,0,               ,,               ,1,MENCHIE,0
220200,4,1575754,711100106,10277317,4/25/2019,0,210,0,               ,,               ,1,MENCHIE,0
220199,4,1575753,711100250,10277244,4/25/2019,0,210,0,               ,,               ,1,MENCHIE,0
220198,4,1575752,711100048,10277147,4/25/2019,0,412.98,0,               ,,               ,1,MENCHIE,0
220197,4,1579606,314205490,10275403,4/25/2019,0,385.5,0,               ,,               ,1,WIN,0
220196,4,1579605,211204850,10271633,4/25/2019,0,723.94,0,               ,,               ,1,WIN,0
220195,4,1579604,511205696,10276431,4/25/2019,0,354.61,0,               ,,               ,1,WIN,0
220194,4,1579603,411206040,10266102,4/25/2019,0,1149.2,0,               ,,               ,1,WIN,0
220193,4,1579602,511204510,10276555,4/25/2019,0,261.94,0,               ,,               ,1,WIN,0
220192,4,1579601,511205893,10276408,4/25/2019,0,231,0,               ,,               ,1,WIN,0
220191,4,1579600,311201750,10275281,4/25/2019,0,354.61,0,               ,,               ,1,WIN,0
220190,4,1575751,711100150,10277366,4/25/2019,0,210,0,               ,,               ,1,MENCHIE,0
220189,4,1579599,111200080,10274239,4/25/2019,0,773.89,0,               ,,               ,1,WIN,0
220188,4,1579598,411202380,10275721,4/25/2019,0,516.52,0,               ,,               ,1,WIN,0
220187,4,1579597,511205936,10276529,4/25/2019,0,354.61,0,               ,,               ,1,WIN,0
220186,4,1579596,511204170,10276678,4/25/2019,0,385.5,0,               ,,               ,1,WIN,0
220185,4,1579595,411206587,10275664,4/25/2019,0,354.61,0,               ,,               ,1,WIN,0
220184,4,1579594,311202490,10275328,4/25/2019,0,734.95,0,               ,,               ,1,WIN,0
220183,4,1579593,611202508,10276899,4/25/2019,0,231,0,               ,,               ,1,WIN,0
220182,4,1579592,211206380,10275070,4/25/2019,0,354.61,0,               ,,               ,1,WIN,0
220181,4,1579591,211201190,10274647,4/25/2019,0,293.83,0,               ,,               ,1,WIN,0
220180,4,1579590,314205683,10275510,4/24/2019,0,231,0,               ,,               ,1,WIN,0
220179,4,1579589,511205840,10276237,4/24/2019,0,231,0,               ,,               ,1,WIN,0
220178,4,1579588,411205654,10276579,4/24/2019,0,354.61,0,               ,,               ,1,WIN,0
220177,4,1579587,611202604,10276766,4/24/2019,0,354.61,0,               ,,               ,1,WIN,0
220176,4,1579586,311205410,10275475,4/24/2019,0,354.61,0,               ,,               ,1,WIN,0
220175,4,1579585,514200541,10276162,4/24/2019,0,2644,0,               ,,               ,1,WIN,0
220174,4,1579584,511205500,10276163,4/24/2019,0,1536.26,0,               ,,               ,1,WIN,0
220173,4,1579583,511201700,10276153,4/24/2019,0,447.33,0,               ,,               ,1,WIN,0
220172,4,1579582,211207692,10274432,4/24/2019,0,404.25,0,               ,,               ,1,WIN,0
220171,4,1579581,111207742,10274511,4/24/2019,0,462,0,               ,,               ,1,WIN,0
220170,4,1579580,311204560,10275551,4/24/2019,0,323.72,0,               ,,               ,1,WIN,0
220169,4,1579579,411206549,10276120,4/24/2019,0,231,0,               ,,               ,1,WIN,0
220168,4,1579578,611202643,10277008,4/24/2019,0,210,0,               ,,               ,1,WIN,0
220167,4,1579577,411206701,10275644,4/24/2019,0,462,0,               ,,               ,1,WIN,0
220166,4,1579576,511205624,10276228,4/24/2019,0,210,0,               ,,               ,1,WIN,0
220165,4,1579575,611201000,10276743,4/24/2019,0,540,0,               ,,               ,1,WIN,0
220164,4,1579574,611202667,10276952,4/24/2019,0,526.34,0,               ,,               ,1,WIN,0
220163,4,1579573,611201001,10276753,4/24/2019,0,210,0,               ,,               ,1,WIN,0
220162,4,1579572,411206661,10275997,4/24/2019,0,509.11,0,               ,,               ,1,WIN,0
220161,4,1579571,211207060,10274634,4/24/2019,0,231,0,               ,,               ,1,WIN,0
220160,4,1579570,211203260,10274761,4/24/2019,0,231,0,               ,,               ,1,WIN,0
220159,4,1579569,111200640,10274292,4/24/2019,1,0,689.47,1154498,6,BISLIG CITY    ,1,WIN,0
220158,4,1579568,211200480,10274610,4/24/2019,0,1617.78,0,               ,,               ,1,WIN,0
220157,4,1579567,214200214,10274587,4/24/2019,0,4033.87,0,               ,,               ,1,WIN,0
220156,4,1579566,511205821,10276342,4/24/2019,0,210,0,               ,,               ,1,WIN,0
220155,4,1579565,511205639,10276283,4/24/2019,0,210,0,               ,,               ,1,WIN,0
220154,4,1579564,611201240,10276949,4/24/2019,0,322.36,0,               ,,               ,1,WIN,0
220153,4,1579563,111201100,10274346,4/24/2019,0,545,0,               ,,               ,1,WIN,0
220152,4,1579562,511205815,10276307,4/24/2019,0,210,0,               ,,               ,1,WIN,0
220151,4,1579561,511205190,10275865,4/24/2019,0,441,0,               ,,               ,1,WIN,0
220150,4,1579560,411203963,10275885,4/24/2019,0,210,0,               ,,               ,1,WIN,0
220149,4,1579559,511205260,10276517,4/24/2019,0,974.45,0,               ,,               ,1,WIN,0
220148,4,1579558,411206643,10275803,4/24/2019,0,294.27,0,               ,,               ,1,WIN,0
220147,4,1579557,611202550,10276808,4/24/2019,0,526.34,0,               ,,               ,1,WIN,0
220146,4,1579556,211206390,10275068,4/24/2019,0,231,0,               ,,               ,1,WIN,0
220145,4,1579555,611202618,10277025,4/24/2019,0,266.18,0,               ,,               ,1,WIN,0
220144,4,1579554,311203420,10275408,4/24/2019,0,552.21,0,               ,,               ,1,WIN,0
220143,4,1579553,411202450,10275724,4/24/2019,0,210,0,               ,,               ,1,WIN,0
220142,4,1579552,411203080,10276349,4/24/2019,0,210,0,               ,,               ,1,WIN,0
220141,4,1575750,711100077,10277201,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220140,4,1575749,711100032,10277111,4/23/2019,0,386.3,0,               ,,               ,1,MENCHIE,0
220139,4,1575748,711100080,10277204,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220138,4,1575747,811100102,10277487,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220137,4,1575746,811100034,10277508,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220136,4,1575745,711100322,10277188,4/23/2019,0,294.27,0,               ,,               ,1,MENCHIE,0
220135,4,1575744,711100274,10277287,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220134,4,1575743,711100008,10277068,4/23/2019,0,238.09,0,               ,,               ,1,MENCHIE,0
220133,4,1575742,711100402,10277067,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220132,4,1575741,711100362,10277061,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220131,4,1575740,711100108,10277320,4/23/2019,0,252.87,0,               ,,               ,1,MENCHIE,0
220130,4,1575739,711100291,10277055,4/23/2019,0,315,0,               ,,               ,1,MENCHIE,0
220129,4,1575738,711100138,10277354,4/23/2019,0,200,0,               ,,               ,1,MENCHIE,0
220128,4,1575737,711100087,10277237,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220127,4,1575736,711100246,10277236,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220126,4,1575735,711100086,10277234,4/23/2019,0,238.09,0,               ,,               ,1,MENCHIE,0
220125,4,1575734,711100327,10277229,4/23/2019,0,200,0,               ,,               ,1,MENCHIE,0
220124,4,1575733,711100312,10277088,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220123,4,1575732,711100014,10277087,4/23/2019,0,774.42,0,               ,,               ,1,MENCHIE,0
220122,4,1575731,711100041,10277133,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220121,4,1575730,711100255,10277258,4/23/2019,0,200,0,               ,,               ,1,MENCHIE,0
220120,4,1575729,711100040,10277130,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220119,4,1575728,711100426,10277073,4/23/2019,0,930.04,0,               ,,               ,1,MENCHIE,0
220118,4,1575727,711100022,10277098,4/23/2019,0,294.27,0,               ,,               ,1,MENCHIE,0
220117,4,1575726,711100349,10277457,4/23/2019,0,250,0,               ,,               ,1,MENCHIE,0
220116,4,1575725,711100325,10277207,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220115,4,1575724,711100211,10277109,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220114,4,1575723,711100003,10277052,4/23/2019,0,412.98,0,               ,,               ,1,MENCHIE,0
220113,4,1575722,711100323,10277189,4/23/2019,0,359.61,0,               ,,               ,1,MENCHIE,0
220112,4,1575721,711100375,10277348,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220111,4,1575720,711100429,10277247,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220110,4,1575719,711100176,10277403,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220109,4,1575718,711100260,10277266,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220108,4,1575717,711100424,10277224,4/23/2019,0,300,0,               ,,               ,1,MENCHIE,0
220107,4,1575716,711100259,10277265,4/23/2019,0,200,0,               ,,               ,1,MENCHIE,0
220106,4,1575715,711100262,10277267,4/23/2019,0,250,0,               ,,               ,1,MENCHIE,0
220105,4,1575714,711100430,10277039,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220104,4,1575713,711100083,10277226,4/23/2019,0,294.27,0,               ,,               ,1,MENCHIE,0
220103,4,1575712,711100437,10277081,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220102,4,1575711,711100010,10277075,4/23/2019,0,300,0,               ,,               ,1,MENCHIE,0
220101,4,1575710,711100156,10277376,4/23/2019,0,406.63,0,               ,,               ,1,MENCHIE,0
220100,4,1575709,711100141,10277357,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220099,4,1575708,711100154,10277374,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220098,4,1575707,711100285,10277306,4/23/2019,0,200,0,               ,,               ,1,MENCHIE,0
220097,4,1575706,711100253,10277250,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220096,5,1575705,711100042,10277135,4/23/2019,0,200,0,               ,,               ,1,MENCHIE,0
220095,5,1575704,711100012,10277077,4/23/2019,0,238.09,0,               ,,               ,1,MENCHIE,0
220094,5,1575703,811100074,10277559,4/23/2019,0,210,0,               ,,               ,1,MENCHIE,0
220093,5,1575702,711100408,10277051,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220092,5,1575701,711100238,10277210,4/23/2019,0,199.5,0,               ,,               ,1,MENCHIE,0
220091,5,1575700,811100073,10277557,4/23/2019,0,1202.61,0,               ,,               ,1,MENCHIE,0
220090,5,1575699,711100212,10277110,4/23/2019,0,678.33,0,               ,,               ,1,MENCHIE,0
220089,5,1575698,711100385,10277060,4/23/2019,0,500,0,               ,,               ,1,MENCHIE,0
220088,4,1579551,111202300,10274376,4/23/2019,0,219.45,0,               ,,               ,1,WIN,0
220087,4,1575705,711100042,10277135,4/23/2019,0,200,0,               ,,               ,2,WIN,0
220086,4,1575704,711100012,10277077,4/23/2019,0,238.09,0,               ,,               ,2,WIN,0
220085,4,1575703,811100074,10277559,4/23/2019,0,210,0,               ,,               ,2,WIN,0
220084,4,1575702,711100408,10277051,4/23/2019,0,199.5,0,               ,,               ,2,WIN,0
220083,4,1575701,711100238,10277210,4/23/2019,0,199.5,0,               ,,               ,2,WIN,0
220082,4,1575700,811100073,10277557,4/23/2019,0,1202.61,0,               ,,               ,2,WIN,0
220081,4,1575699,711100212,10277110,4/23/2019,0,678.33,0,               ,,               ,2,WIN,0
220080,4,1575698,711100385,10277060,4/23/2019,0,500,0,               ,,               ,2,WIN,0
220079,4,1579550,111203210,10274523,4/23/2019,0,523.83,0,               ,,               ,1,WIN,0
220078,4,1579549,311203470,10275415,4/23/2019,0,1855.6,0,               ,,               ,1,WIN,0
220077,4,1579548,411206584,10276035,4/23/2019,0,441,0,               ,,               ,1,WIN,0
220076,4,1579547,511205170,10276596,4/23/2019,0,462.81,0,               ,,               ,1,WIN,0
220075,4,1579546,511203170,10276567,4/23/2019,0,406.63,0,               ,,               ,1,WIN,0
220074,4,1579545,611201150,10276868,4/23/2019,0,199.5,0,               ,,               ,1,WIN,0
220073,4,1579544,511205937,10276577,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220072,4,1579543,511205814,10276304,4/23/2019,0,350.45,0,               ,,               ,1,WIN,0
220071,4,1579542,511205953,10276389,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220070,4,1579541,314205678,10275446,4/23/2019,0,322.36,0,               ,,               ,1,WIN,0
220069,4,1579540,113204500,10274458,4/23/2019,0,231,0,               ,,               ,1,WIN,0
220068,4,1579539,511200240,10276141,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220067,4,1579538,111206500,10274538,4/23/2019,0,231,0,               ,,               ,1,WIN,0
220066,4,1579537,311203370,10275304,4/23/2019,1,0,205.8,1164888,6,BISLIG CITY    ,1,WIN,0
220065,4,1579536,311205350,10275268,4/23/2019,1,0,205.8,1164888,6,BISLIG CITY    ,1,WIN,0
220064,4,1579535,113207000,10274557,4/23/2019,0,404.25,0,               ,,               ,1,WIN,0
220063,4,1579534,211207769,10275045,4/23/2019,0,231,0,               ,,               ,1,WIN,0
220062,4,1579533,211205460,10275007,4/23/2019,0,478.22,0,               ,,               ,1,WIN,0
220061,4,1579532,111202894,10274405,4/23/2019,0,462,0,               ,,               ,1,WIN,0
220060,4,1579531,511205841,10276300,4/23/2019,0,792.13,0,               ,,               ,1,WIN,0
220059,4,1579530,311200310,10275194,4/23/2019,0,294.27,0,               ,,               ,1,WIN,0
220058,4,1579529,611202626,10276974,4/23/2019,0,350.45,0,               ,,               ,1,WIN,0
220057,4,1579528,314205695,10275352,4/23/2019,0,406.63,0,               ,,               ,1,WIN,0
220056,4,1579527,111203200,10274516,4/23/2019,0,404.25,0,               ,,               ,1,WIN,0
220055,4,1579526,411206719,10276012,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220054,4,1579525,314205677,10275478,4/23/2019,0,266.18,0,               ,,               ,1,WIN,0
220053,4,1579524,211207711,10274914,4/23/2019,0,231,0,               ,,               ,1,WIN,0
220052,4,1579523,411200770,10275629,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220051,4,1579522,411206638,10275581,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220050,4,1579521,211207781,10275453,4/23/2019,0,292.83,0,               ,,               ,1,WIN,0
220049,4,1579520,111205370,10274500,4/23/2019,0,323.72,0,               ,,               ,1,WIN,0
220048,4,1579519,111202860,10274403,4/23/2019,0,385.5,0,               ,,               ,1,WIN,0
220047,4,1579518,311200981,10275217,4/23/2019,0,350.45,0,               ,,               ,1,WIN,0
220046,4,1579517,211207924,10274685,4/23/2019,0,231,0,               ,,               ,1,WIN,0
220045,4,1579516,211207795,10275113,4/23/2019,0,231,0,               ,,               ,1,WIN,0
220044,4,1579515,411204001,10275937,4/23/2019,0,497.18,0,               ,,               ,1,WIN,0
220043,4,1579514,511201200,10276213,4/23/2019,0,434.72,0,               ,,               ,1,WIN,0
220042,4,1579513,411206608,10275872,4/23/2019,0,238.09,0,               ,,               ,1,WIN,0
220041,4,1579512,211207743,10275164,4/23/2019,0,238.09,0,               ,,               ,1,WIN,0
220040,4,1579511,111201790,10274351,4/23/2019,0,478.22,0,               ,,               ,1,WIN,0
220039,4,1579510,114200680,10274297,4/23/2019,0,385.5,0,               ,,               ,1,WIN,0
220038,4,1579509,114204320,10274453,4/23/2019,0,346.5,0,               ,,               ,1,WIN,0
220037,4,1579508,311200390,10275199,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220036,4,1579507,611201960,10276891,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220035,4,1579506,611202599,10277038,4/23/2019,0,597.22,0,               ,,               ,1,WIN,0
220034,4,1579505,215204760,10274966,4/23/2019,0,1101.09,0,               ,,               ,1,WIN,0
220033,4,1579504,211207742,10274957,4/23/2019,0,411.6,0,               ,,               ,1,WIN,0
220032,4,1579503,511205663,10276262,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220031,4,1579502,511201290,10276233,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220030,4,1579501,711100214,10277118,4/23/2019,0,362.35,0,               ,,               ,1,WIN,0
220029,4,1579500,211205820,10275035,4/23/2019,0,434.72,0,               ,,               ,1,WIN,0
220028,4,1579499,511202320,10276501,4/23/2019,0,509.11,0,               ,,               ,1,WIN,0
220027,4,1579498,211201010,10274630,4/23/2019,0,561.78,0,               ,,               ,1,WIN,0
220026,4,1579497,211203860,10274804,4/23/2019,0,231,0,               ,,               ,1,WIN,0
220025,4,1579496,611202659,10276772,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220024,4,1579495,511205794,10276266,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220023,4,1579494,511205719,10276281,4/23/2019,0,553.36,0,               ,,               ,1,WIN,0
220022,4,1579493,311202930,10275355,4/23/2019,0,1519.4,0,               ,,               ,1,WIN,0
220021,4,1579492,311202940,10275354,4/23/2019,0,757.08,0,               ,,               ,1,WIN,0
220020,4,1579491,411205900,10275832,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220019,4,0.01579491,411205900,10275832,4/23/2019,0,210,0,               ,,               ,2,WIN,0
220018,4,1579490,211204600,10274875,4/23/2019,0,359.61,0,               ,,               ,1,WIN,0
220017,4,1579489,511205490,10276584,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220016,4,1579488,311204590,10275536,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220015,4,1579487,411200311,10275594,4/23/2019,0,231,0,               ,,               ,1,WIN,0
220014,4,1579486,411203260,10275797,4/23/2019,0,441,0,               ,,               ,1,WIN,0
220013,4,1579485,411203955,10275934,4/23/2019,0,845.3,0,               ,,               ,1,WIN,0
220012,4,1579484,211207825,10274951,4/23/2019,0,490.9,0,               ,,               ,1,WIN,0
220011,4,1579483,411206150,10275728,4/23/2019,0,441,0,               ,,               ,1,WIN,0
220010,4,1579482,211202190,10274702,4/23/2019,0,418.95,0,               ,,               ,1,WIN,0
220009,4,1579481,314205655,10275472,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220008,4,1579480,111201070,10274343,4/23/2019,0,771,0,               ,,               ,1,WIN,0
220007,4,1579479,611202528,10276803,4/23/2019,0,210,0,               ,,               ,1,WIN,0
220006,4,1579478,314205628,10275439,4/23/2019,0,231,0,               ,,               ,1,WIN,0
220005,4,1579477,511205788,10276406,4/23/2019,0,561.78,0,               ,,               ,1,WIN,0
220004,4,1579476,111207190,10274570,4/23/2019,0,462.81,0,               ,,               ,1,WIN,0
220003,4,1579475,311205300,10275556,4/23/2019,0,567.66,0,               ,,               ,1,WIN,0
220002,4,1579474,314205703,10275375,4/23/2019,0,1232.75,0,               ,,               ,1,WIN,0
220001,4,1579473,411206713,10276021,4/23/2019,0,238.09,0,               ,,               ,1,WIN,0
220000,4,1579472,511201770,10276299,4/23/2019,0,210,0,               ,,               ,1,WIN,0
219999,4,1579471,211206870,10275169,4/23/2019,0,1147.87,0,               ,,               ,1,WIN,0
219998,4,1579470,211207270,10274732,4/23/2019,0,266.18,0,               ,,               ,1,WIN,0
219997,4,1579469,211207801,10274897,4/23/2019,0,238.09,0,               ,,               ,1,WIN,0
219996,4,1579468,211203230,10274756,4/23/2019,0,238.09,0,               ,,               ,1,WIN,0
219995,4,1579467,314205540,10275449,4/23/2019,0,441,0,               ,,               ,1,WIN,0
219994,4,1579466,611201200,10276930,4/23/2019,0,210,0,               ,,               ,1,WIN,0
219993,4,1579465,511205819,10276506,4/23/2019,0,509.11,0,               ,,               ,1,WIN,0
219992,4,1579464,211202010,10274693,4/23/2019,0,294.27,0,               ,,               ,1,WIN,0
219991,4,1579463,611202650,10276807,4/23/2019,0,497.18,0,               ,,               ,1,WIN,0
219990,4,1579462,611202514,10276822,4/23/2019,0,441,0,               ,,               ,1,WIN,0
219989,4,1579461,211206864,10275464,4/22/2019,0,561.78,0,               ,,               ,1,WIN,0
219988,4,1579460,511205628,10276345,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219987,4,1579459,511205757,10276639,4/22/2019,0,266.18,0,               ,,               ,1,WIN,0
219986,4,1579458,511204840,10276452,4/22/2019,0,266.18,0,               ,,               ,1,WIN,0
219985,4,1579457,511204500,10276699,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219984,4,1579456,611202559,10276919,4/22/2019,0,1324.52,0,               ,,               ,1,WIN,0
219983,4,1579455,511200660,10276159,4/22/2019,1,0,3876.29,2176493,6,BISLIG CITY    ,1,WIN,0
219982,4,1579454,515200640,10276158,4/22/2019,1,0,24177.07,2176493,6,BISLIG CITY    ,1,WIN,0
219981,4,1579453,515200630,10276157,4/22/2019,1,0,411.6,2176493,6,BISLIG CITY    ,1,WIN,0
219980,4,1579452,515200600,10276156,4/22/2019,1,0,14627.95,2176493,6,BISLIG CITY    ,1,WIN,0
219979,4,1579451,611201460,10276886,4/22/2019,0,1001.75,0,               ,,               ,1,WIN,0
219978,4,1579450,511205944,10276558,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219977,4,1579449,511203540,10276603,4/22/2019,0,266.18,0,               ,,               ,1,WIN,0
219976,4,1579448,611202517,10276804,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219975,4,1579447,511205798,10276427,4/22/2019,0,266.18,0,               ,,               ,1,WIN,0
219974,4,1579446,311200190,10275295,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219973,4,1579445,211200540,10274614,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219972,4,1579444,411206590,10276392,4/22/2019,0,674.17,0,               ,,               ,1,WIN,0
219971,4,1579443,311203450,10275406,4/22/2019,0,2055.32,0,               ,,               ,1,WIN,0
219970,4,1579442,611202525,10276861,4/22/2019,0,350.45,0,               ,,               ,1,WIN,0
219969,4,1579441,611202632,10276849,4/22/2019,0,350.45,0,               ,,               ,1,WIN,0
219968,4,1579440,511205926,10276482,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219967,4,1579439,411204014,10275939,4/22/2019,0,322.36,0,               ,,               ,1,WIN,0
219966,4,1579438,314205450,10275484,4/22/2019,0,500,0,               ,,               ,1,WIN,0
219965,4,1579437,611202623,10276922,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219964,4,1579436,511205648,10275463,4/22/2019,0,350.45,0,               ,,               ,1,WIN,0
219963,4,1579435,111200311,10274260,4/22/2019,0,462,0,               ,,               ,1,WIN,0
219962,4,1579434,411200761,10275631,4/22/2019,0,266.18,0,               ,,               ,1,WIN,0
219961,4,1579433,211204450,10274854,4/22/2019,0,266.18,0,               ,,               ,1,WIN,0
219960,4,1579432,511205952,10276739,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219959,4,1579431,411205501,10276122,4/22/2019,0,597.22,0,               ,,               ,1,WIN,0
219958,4,1579430,411201670,10275671,4/22/2019,0,668.1,0,               ,,               ,1,WIN,0
219957,4,1579429,411200251,10275738,4/22/2019,0,378.54,0,               ,,               ,1,WIN,0
219956,4,1579428,611202633,10276985,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219955,4,1579427,611201640,10276976,4/22/2019,0,526.34,0,               ,,               ,1,WIN,0
219954,4,1579426,611202370,10276991,4/22/2019,0,526.34,0,               ,,               ,1,WIN,0
219953,4,1579425,315203280,10275385,4/22/2019,1,0,2163.06,1049216,6,Bislig City    ,1,WIN,0
219952,4,1579424,511205621,10276358,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219951,4,1579423,511205753,10276369,4/22/2019,0,441,0,               ,,               ,1,WIN,0
219950,4,1579422,511201590,10276370,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219949,4,1579421,211207855,10276260,4/22/2019,0,497.18,0,               ,,               ,1,WIN,0
219948,4,1579420,511205948,10276261,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219947,4,1579419,511205611,10276516,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219946,4,1579418,411200370,10275607,4/22/2019,0,632.66,0,               ,,               ,1,WIN,0
219945,4,1579417,411200570,10275609,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219944,4,1579416,411204720,10276061,4/22/2019,0,441,0,               ,,               ,1,WIN,0
219943,4,1579415,314204840,10275549,4/22/2019,0,1500,0,               ,,               ,1,WIN,0
219942,4,1579414,211207819,10274933,4/22/2019,0,441,0,               ,,               ,1,WIN,0
219941,4,1579413,611201740,10276874,4/22/2019,0,441,0,               ,,               ,1,WIN,0
219940,4,1579412,611202563,10276994,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219939,4,1579411,611202481,10276961,4/22/2019,0,238.09,0,               ,,               ,1,WIN,0
219938,4,1579410,311205390,10275500,4/22/2019,0,500,0,               ,,               ,1,WIN,0
219937,4,1579409,511205891,10276667,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219936,4,1579408,311203000,10275366,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219935,4,1579407,511203970,10276658,4/22/2019,0,3358.16,0,               ,,               ,1,WIN,0
219934,4,1579406,611202541,10276853,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219933,4,1579405,411206674,10275762,4/22/2019,0,322.36,0,               ,,               ,1,WIN,0
219932,4,1579404,511203660,10276738,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219931,4,1579403,611202567,10277024,4/22/2019,0,1103.6,0,               ,,               ,1,WIN,0
219930,4,1579402,211204100,10274828,4/22/2019,0,378.54,0,               ,,               ,1,WIN,0
219929,4,1579401,411206720,10276016,4/22/2019,0,462.81,0,               ,,               ,1,WIN,0
219928,4,1579400,114204150,10274396,4/22/2019,0,323.12,0,               ,,               ,1,WIN,0
219927,4,1579399,411206654,10275891,4/22/2019,0,322.36,0,               ,,               ,1,WIN,0
219926,4,1579398,511201620,10276291,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219925,4,1579397,611201380,10276910,4/22/2019,0,643.28,0,               ,,               ,1,WIN,0
219924,4,1579396,411204780,10276070,4/22/2019,0,526.34,0,               ,,               ,1,WIN,0
219923,4,1579395,411206563,10276109,4/22/2019,0,332.93,0,               ,,               ,1,WIN,0
219922,4,1579394,511205924,10276314,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219921,4,1579393,411203800,10275884,4/22/2019,0,386.3,0,               ,,               ,1,WIN,0
219920,4,1579392,211207812,10274898,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219919,4,1579391,411204964,10275830,4/22/2019,0,378.54,0,               ,,               ,1,WIN,0
219918,4,1579390,311201701,10276161,4/22/2019,0,350.45,0,               ,,               ,1,WIN,0
219917,4,1579389,211205570,10275842,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219916,4,1579388,311202530,10275331,4/22/2019,0,10249.36,0,               ,,               ,1,WIN,0
219915,4,1579387,511204940,10276471,4/22/2019,0,703.54,0,               ,,               ,1,WIN,0
219914,4,1579386,411206714,10275675,4/22/2019,0,632.66,0,               ,,               ,1,WIN,0
219913,4,1579385,311200650,10275218,4/22/2019,0,757.08,0,               ,,               ,1,WIN,0
219912,4,1579384,311203410,10275407,4/22/2019,0,1957.88,0,               ,,               ,1,WIN,0
219911,4,1579383,611201620,10276928,4/22/2019,0,266.18,0,               ,,               ,1,WIN,0
219910,4,1579382,611202350,10276950,4/22/2019,0,210,0,               ,,               ,1,WIN,0
219909,4,1579381,611201560,10276785,4/22/2019,0,266.18,0,               ,,               ,1,WIN,0
219908,4,1579380,511202670,10276525,4/22/2019,0,434.72,0,               ,,               ,1,WIN,0
