Acct_No,Mtr_No,PrevMR_Date,MR_Date,Prev_Rdg,Cur_Rdg,Cur_Consumption
211202640,20041102091,12-2-2018,1-2-2019,1542,1548,6
211202660,600367,12-2-2018,1-2-2019,1230,1255,25
211202670,17NB043952,12-2-2018,1-2-2019,345,391,46
211202710,17NB033893,12-2-2018,1-2-2019,99,106,7
211202750,17NB042115,12-2-2018,1-2-2019,208,238,30
211202760,9671599,12-2-2018,1-2-2019,203,228,25
211202800,77996,12-2-2018,1-2-2019,145,158,13
211202820,4251908,12-2-2018,1-2-2019,1102,1112,10
211202821,17NB043958,12-2-2018,1-2-2019,66,93,27
211202830,112104380,12-2-2018,1-2-2019,749,764,15
211202840,17nb044085,12-2-2018,1-2-2019,210,235,25
211202850,7030963,12-2-2018,1-2-2019,982,991,9
211202870,990913856,12-2-2018,1-2-2019,1388,1391,3
211202920,1000805,12-2-2018,1-2-2019,1307,1327,20
211202950,150903942,12-2-2018,1-2-2019,432,447,15
211203020,112304511,12-2-2018,1-2-2019,116,127,11
211203040,150913742,12-2-2018,1-2-2019,554,571,17
211203050,150904632,12-2-2018,1-2-2019,411,422,11
211203070,9603825,12-2-2018,1-2-2019,162,174,12
211203080,17NB043960,12-2-2018,1-2-2019,120,127,7
211203090,140812212,12-2-2018,1-2-2019,457,460,3
211203100,21209357,12-2-2018,1-2-2019,1704,1714,10
211203110,87052479,12-2-2018,1-2-2019,503,507,4
211203140,101021642,12-2-2018,1-2-2019,912,917,5
211203170,17nb037576,12-2-2018,1-2-2019,28,37,9
211203220,17NB043950,12-2-2018,1-2-2019,226,246,20
211203230,1955,12-2-2018,1-2-2019,145,173,28
211203231,4251930,12-2-2018,1-2-2019,862,872,10
211203240,150903932,12-2-2018,1-2-2019,372,391,19
211203250,6020503292,12-2-2018,1-2-2019,1713,1726,13
211203260,908058,12-2-2018,1-2-2019,1460,1475,15
211203270,17NB043953,12-2-2018,1-2-2019,186,196,10
211203280,17NB033922,12-2-2018,1-2-2019,121,130,9
211203340,989,12-2-2018,1-2-2019,359,367,8
211203350,4252024,12-2-2018,1-2-2019,687,695,8
211203360,17NB042851,12-2-2018,1-2-2019,102,115,13
211203380,1859,12-2-2018,1-2-2019,450,456,6
211203410,150904822,12-2-2018,1-2-2019,328,335,7
211203420,15093498,12-2-2018,1-2-2019,679,695,16
211203440,3187,12-2-2018,1-2-2019,468,476,8
211203500,17NB042858,12-2-2018,1-2-2019,209,223,14
211203520,17NB042857,12-2-2018,1-2-2019,63,70,7
211203540,17NB041353,12-2-2018,1-2-2019,235,256,21
211203550,17NB042854,12-2-2018,1-2-2019,90,98,8
211203560,410005208,12-2-2018,1-2-2019,1480,1487,7
211203570,17NB042855,12-2-2018,1-2-2019,111,117,6
211203580,17NB042853,12-2-2018,1-2-2019,82,93,11
211203600,52,12-2-2018,1-2-2019,1145,1160,15
211203610,627445,12-2-2018,1-2-2019,1030,1040,10
211203630,140107949,12-2-2018,1-2-2019,366,375,9
211203640,17NB042856,12-2-2018,1-2-2019,138,150,12
211203650,150903937,12-2-2018,1-2-2019,484,503,19
211203680,107106,12-2-2018,1-2-2019,1467,1470,3
211203700,17NB045553,12-2-2018,1-2-2019,139,161,22
211203709,4251955,12-2-2018,1-2-2019,958,963,5
211203710,1179,12-2-2018,1-2-2019,768,774,6
211203720,80601898,12-2-2018,1-2-2019,7,14,7
211203750,20070529082,12-2-2018,1-2-2019,1195,1204,9
211203790,17NB045552,12-2-2018,1-2-2019,137,152,15
211203820,17NB045551,12-2-2018,1-2-2019,135,144,9
211203840,101020905,12-2-2018,1-2-2019,1087,1098,11
211203860,17NB045550,12-2-2018,1-2-2019,137,145,8
211203900,17NB045556,12-2-2018,1-2-2019,176,183,7
211203910,17NB045557,12-2-2018,1-2-2019,168,187,19
211203950,17NB033926,12-2-2018,1-2-2019,298,315,17
211203970,101020954,12-2-2018,1-2-2019,647,655,8
211203980,102102020,12-2-2018,1-2-2019,906,927,21
211203990,17NB045549,12-2-2018,1-2-2019,114,124,10
211204020,150904620,12-2-2018,1-2-2019,507,521,14
211204050,77386,12-2-2018,1-2-2019,148,161,13
211204100,410005205,12-2-2018,1-2-2019,137,152,15
211204110,87877282,12-2-2018,1-2-2019,921,931,10
211204120,17NB445555,12-2-2018,1-2-2019,193,210,17
211204130,17NB045554,12-2-2018,1-2-2019,144,160,16
211204140,17NB045558,12-2-2018,1-2-2019,108,121,13
211204150,150904025,12-2-2018,1-2-2019,282,291,9
211204160,17NB044314,12-2-2018,1-2-2019,118,125,7
211204170,17NB028336,12-2-2018,1-2-2019,133,149,16
211204171,211204171,12-2-2018,1-2-2019,1592,1614,22
211204180,6084285,12-2-2018,1-2-2019,681,690,9
211204190,87053523,12-2-2018,1-2-2019,991,998,7
211204200,17NB041358,12-2-2018,1-2-2019,137,155,18
211204210,2523,12-2-2018,1-2-2019,1013,1032,19
211204250,15091353,12-2-2018,1-2-2019,457,474,17
211204260,410005202,12-2-2018,1-2-2019,1241,1247,6
211204270,600514,12-2-2018,1-2-2019,506,518,12
211204271,150202711,9-2-2018,1-2-2019,610,624,14
211204300,17NB042852,12-2-2018,1-2-2019,140,158,18
211204371,140106542,12-2-2018,1-2-2019,465,471,6
211204372,140106374,12-2-2018,1-2-2019,610,624,14
211204376,17NB041349,12-2-2018,1-2-2019,79,84,5
211204380,17NB033924,12-2-2018,1-2-2019,214,230,16
211204430,80603341,12-2-2018,1-2-2019,1545,1564,19
211204440,17NB041350,12-2-2018,1-2-2019,257,280,23
211204450,8721,12-2-2018,1-2-2019,353,358,5
211204460,17NB041354,12-2-2018,1-2-2019,266,295,29
211204461,112504477,12-2-2018,1-2-2019,1511,1530,19
211204490,51605,12-2-2018,1-2-2019,1291,1312,21
211204514,11250315000,12-2-2018,1-2-2019,1627,1640,13
211204520,17NB041351,12-2-2018,1-2-2019,146,158,12
211204550,17NB041357,12-2-2018,1-2-2019,174,192,18
211204560,70905951,12-2-2018,1-2-2019,1646,1655,9
211204561,91501078,12-2-2018,1-2-2019,1218,1225,7
211204564,17NB041355,12-2-2018,1-2-2019,152,170,18
211204570,17NB041352,12-2-2018,1-2-2019,135,148,13
211204571,17NB044012,12-2-2018,1-2-2019,126,135,9
211204580,17NB041356,12-2-2018,1-2-2019,241,262,21
211204590,17NB044310,12-2-2018,1-2-2019,141,152,11
211204600,1117,12-2-2018,1-2-2019,1662,1671,9
211204601,1101820,12-2-2018,1-2-2019,704,716,12
211204602,17NB044311,12-2-2018,1-2-2019,145,160,15
211204650,17NB044313,12-2-2018,1-2-2019,299,326,27
211204700,1139,12-2-2018,1-2-2019,1243,1262,19
211204730,959,12-2-2018,1-2-2019,1337,1358,21
211204740,17NB044318,12-2-2018,1-2-2019,178,191,13
211204750,531,12-2-2018,1-2-2019,960,982,22
211204751,2000,12-2-2018,1-2-2019,705,705,0
211204780,87053389,12-2-2018,1-2-2019,1270,1290,20
211204790,60505196,12-2-2018,1-2-2019,1244,1254,10
211204840,1018,12-2-2018,1-2-2019,1095,1116,21
211204850,101020956,12-2-2018,1-2-2019,842,852,10
211204860,990612110,12-2-2018,1-2-2019,74,79,5
211204861,60405195,12-2-2018,1-2-2019,122,136,14
211204870,10900184,12-2-2018,1-2-2019,119,120,1
211204871,211204871,12-2-2018,1-2-2019,1346,1356,10
211204880,021-01-488,12-2-2018,1-2-2019,117,128,11
211204920,1000033,12-2-2018,1-2-2019,923,931,8
211204950,150903299,12-2-2018,1-2-2019,739,759,20
211204970,402360,12-2-2018,1-2-2019,1015,1036,21
211204990,1778,10-2-2018,1-2-2019,758,767,9
211205040,17NB044448,12-2-2018,1-2-2019,132,144,12
211205070,17NB044447,12-2-2018,1-2-2019,0,13,13
211205080,17NB044446,12-2-2018,1-2-2019,89,94,5
211205090,160761242,12-2-2018,1-2-2019,293,310,17
211205100,307,12-2-2018,1-2-2019,1484,1512,28
211205110,17NB033923,12-2-2018,1-2-2019,371,393,22
211205120,17NB044443,12-2-2018,1-2-2019,99,107,8
211205130,021-01-513,12-5-2018,1-5-2019,493,512,19
211205170,17NB044442,12-2-2018,1-2-2019,227,250,23
211205180,17NB033921,12-2-2018,1-2-2019,527,560,33
211205220,912024,12-2-2018,1-2-2019,140,151,11
211205230,290,12-2-2018,1-2-2019,815,821,6
211205260,80801875,9-2-2018,1-2-2019,1026,1067,41
211205270,931,12-2-2018,1-2-2019,710,722,12
211205290,99,12-2-2018,1-2-2019,333,367,34
211205300,17NB033929,12-2-2018,1-2-2019,455,480,25
211205310,17NB044445,12-2-2018,1-2-2019,102,110,8
211205340,1920,12-2-2018,1-2-2019,853,889,36
211205370,17NB044440,12-2-2018,1-2-2019,236,265,29
211205380,1348,12-2-2018,1-2-2019,1177,1190,13
211205390,17NB033925,12-2-2018,1-2-2019,236,248,12
211205400,792,12-2-2018,1-2-2019,871,882,11
211205420,1112079,12-2-2018,1-2-2019,951,966,15
211205440,17NB044011,12-2-2018,1-2-2019,46,51,5
211205450,17NB044010,12-2-2018,1-2-2019,91,104,13
211205460,1309,12-2-2018,1-2-2019,1551,1567,16
211205480,17NB044439,12-2-2018,1-2-2019,211,236,25
211205490,87058801,12-2-2018,1-2-2019,1428,1444,16
211205510,17NB044018,12-2-2018,1-2-2019,304,329,25
211205530,17NB044014,12-2-2018,1-2-2019,233,254,21
211205540,1002725,12-2-2018,1-2-2019,456,461,5
211205550,92055588,12-2-2018,1-2-2019,1418,1428,10
211205560,17NB044013,12-2-2018,1-2-2019,224,245,21
211205570,1108083,12-4-2018,1-4-2019,1005,1006,1
211205580,100418642,12-2-2018,1-2-2019,1044,1058,14
211205600,608,12-2-2018,1-2-2019,1047,1057,10
211205640,17NB044017,12-2-2018,1-2-2019,134,147,13
211205650,100418646,12-6-2018,1-6-2019,1708,1734,26
211205661,80601219,12-2-2018,1-2-2019,1229,1243,14
211205670,4100007681,12-3-2018,1-3-2019,805,814,9
211205690,1202,12-2-2018,1-2-2019,896,910,14
211205710,601869,12-3-2018,1-3-2019,727,745,18
211205720,101501280,11-2-2018,1-2-2019,1235,1477,242
211205730,17NB044016,12-2-2018,1-2-2019,123,140,17
211205740,1101512,12-2-2018,1-2-2019,1185,1198,13
211205770,1304,12-2-2018,1-2-2019,1000,1011,11
211205780,915,12-2-2018,1-2-2019,576,592,16
211205790,17NB033927,12-2-2018,1-2-2019,311,334,23
211205800,17NB044015,12-2-2018,1-2-2019,224,240,16
211205810,410007688,12-3-2018,1-3-2019,1393,1399,6
211205820,1307,12-2-2018,1-2-2019,1382,1403,21
211205830,7300349,12-2-2018,1-2-2019,1262,1271,9
211205840,17NB0044012,12-2-2018,1-2-2019,69,78,9
211205870,17NB044009,12-2-2018,1-2-2019,19,40,21
211205890,150202716,12-2-2018,1-2-2019,84,84,0
211205900,20301860,12-2-2018,1-2-2019,1592,1605,13
211206010,101020927,12-2-2018,1-2-2019,910,923,13
211206080,17NB042850,12-2-2018,1-2-2019,100,109,9
211206170,19601873,12-2-2018,1-2-2019,388,394,6
211206180,17NB044837,12-2-2018,1-2-2019,142,147,5
211206210,11070390,12-2-2018,1-2-2019,1397,1418,21
211206240,17NB042849,12-2-2018,1-2-2019,259,293,34
211206260,17NB044835,12-2-2018,1-2-2019,211,228,17
211206290,150913709,12-2-2018,1-2-2019,581,600,19
211206300,17NB044838,12-2-2018,1-2-2019,110,116,6
211206330,1101037,12-2-2018,1-2-2019,1607,1615,8
211206340,17NB044834,12-2-2018,1-2-2019,173,182,9
211206350,17NB044836,12-2-2018,1-2-2019,125,138,13
211206380,1106031,12-2-2018,1-2-2019,1428,1435,7
211206390,031941-18,12-2-2018,1-2-2019,21,28,7
211206400,211206400,12-2-2018,1-2-2019,1437,1455,18
211206410,17NB044830,12-2-2018,1-2-2019,135,151,16
211206420,17NB044832,12-2-2018,1-2-2019,112,130,18
211206430,112504482,12-2-2018,1-2-2019,1499,1513,14
211206440,17NB044833,12-2-2018,1-2-2019,169,186,17
211206470,812206,12-2-2018,1-2-2019,815,822,7
211206480,17NB044029,12-2-2018,1-2-2019,184,200,16
211206510,9664846,12-2-2018,1-2-2019,1479,1491,12
211206511,80801998,12-2-2018,1-2-2019,532,542,10
211206513,17NB044831,12-2-2018,1-2-2019,283,316,33
211206520,17NB043412,12-2-2018,1-2-2019,142,151,9
211206530,140105069,12-2-2018,1-2-2019,560,571,11
211206540,990612537,12-2-2018,1-2-2019,1152,1162,10
211206550,49275,12-2-2018,1-2-2019,1169,1185,16
211206560,17NB043409,12-2-2018,1-2-2019,121,129,8
211206570,17NB043417,12-2-2018,1-2-2019,35,39,4
211206590,17NB043415,12-2-2018,1-2-2019,171,192,21
211206600,22544,12-2-2018,1-2-2019,269,276,7
211206610,17NB043413,12-2-2018,1-2-2019,171,187,16
211206620,17NB043418,12-2-2018,1-2-2019,109,122,13
211206630,160651236,12-2-2018,1-2-2019,301,316,15
211206631,100416536,12-2-2018,1-2-2019,275,283,8
211206660,17NB043416,12-2-2018,1-2-2019,180,195,15
211206670,140109714,12-2-2018,1-2-2019,1106,1142,36
211206680,17NB043411,12-2-2018,1-2-2019,198,211,13
211206700,17NB044391,12-2-2018,1-2-2019,161,175,14
211206720,211206720,12-2-2018,1-2-2019,1485,1496,11
211206740,140106486,12-2-2018,1-2-2019,888,920,32
211206744,17NB043414,12-2-2018,1-2-2019,74,79,5
211206750,18NB049281,12-2-2018,1-2-2019,58,75,17
211206751,1102293,12-2-2018,1-2-2019,1142,1166,24
211206770,17NB044390,12-2-2018,1-2-2019,131,143,12
211206780,021-01-678,12-2-2018,1-2-2019,964,974,10
211206781,100416564,12-2-2018,1-2-2019,1031,1045,14
211206790,2011-1101906,12-2-2018,1-2-2019,691,711,20
211206810,101023840,12-2-2018,1-2-2019,1247,1266,19
211206820,17NB044393,12-2-2018,1-2-2019,131,147,16
211206831,160650451,12-2-2018,1-2-2019,179,184,5
211206840,1106067,12-2-2018,1-2-2019,1570,1582,12
211206851,17NB044389,12-2-2018,1-2-2019,176,184,8
211206860,101501208,12-2-2018,1-2-2019,426,460,34
211206863,17NB044398,12-2-2018,1-2-2019,62,67,5
211206864,40328676,12-3-2018,1-3-2019,1713,1726,13
211206870,17NB044396,12-2-2018,1-2-2019,193,211,18
211206871,101803015,12-2-2018,1-2-2019,1313,1320,7
211206880,100418628,12-2-2018,1-2-2019,813,816,3
211206881,1001249,12-2-2018,1-2-2019,927,938,11
211206882,40703338,12-2-2018,1-2-2019,1391,1399,8
211206883,20932309,12-2-2018,1-2-2019,1483,1497,14
211206940,845339,12-2-2018,1-2-2019,1442,1460,18
211207020,80802017,12-3-2018,1-3-2019,827,832,5
211207030,2142,12-2-2018,1-2-2019,384,384,0
211207050,80801966,12-2-2018,1-2-2019,1113,1124,11
211207060,80801927,12-2-2018,1-2-2019,940,950,10
211207081,140105011,12-2-2018,1-2-2019,706,725,19
211207090,80802232,12-1-2018,1-1-2019,1095,1107,12
211207100,600105,12-2-2018,1-2-2019,764,775,11
211207110,70902936,12-2-2018,1-2-2019,1280,1287,7
211207120,14321,12-2-2018,1-2-2019,1159,1189,30
211207130,4252701,12-2-2018,1-2-2019,217,234,17
211207150,80378796,12-2-2018,1-2-2019,842,848,6
211207170,10726008,12-2-2018,1-2-2019,647,651,4
211207180,150904633,12-2-2018,1-2-2019,483,502,19
211207190,703019892,12-2-2018,1-2-2019,1497,1512,15
211207230,6270315,12-3-2018,1-3-2019,1107,1117,10
211207240,150913673,12-2-2018,1-2-2019,428,443,15
211207250,80603554,12-2-2018,1-2-2019,1160,1172,12
211207260,70904755,12-2-2018,1-2-2019,992,999,7
211207270,17NB033899,12-2-2018,1-2-2019,172,181,9
211207280,101023640,12-2-2018,1-2-2019,839,851,12
211207290,17NB043955,12-2-2018,1-2-2019,210,234,24
211207310,11208027,12-2-2018,1-2-2019,1033,1056,23
211207320,1509046,12-2-2018,1-2-2019,551,564,13
211207350,80379778,12-1-2018,1-1-2019,2071,2085,14
211207360,150200553,12-2-2018,1-2-2019,434,454,20
211207370,1739,12-2-2018,1-2-2019,67,73,6
211207380,101021684,12-2-2018,1-2-2019,1225,1238,13
211207390,100418790,12-2-2018,1-2-2019,1009,1053,44
211207400,100313057,12-2-2018,1-2-2019,985,994,9
211207410,101507105,12-2-2018,1-2-2019,1282,1287,5
211207420,1108072,12-2-2018,1-2-2019,741,747,6
211207430,17NB044315,12-2-2018,1-2-2019,169,189,20
211207440,45846,12-2-2018,1-2-2019,629,643,14
211207470,100418560,12-2-2018,1-2-2019,791,798,7
211207500,40217395,12-2-2018,1-2-2019,830,843,13
211207510,21209359,12-2-2018,1-2-2019,1545,1549,4
211207520,17nb044223,12-2-2018,1-2-2019,83,85,2
211207530,1158,12-2-2018,1-2-2019,1348,1365,17
211207550,2888,12-2-2018,1-2-2019,1296,1320,24
211207580,101023787,12-2-2018,1-2-2019,960,971,11
211207590,101023505,12-2-2018,1-2-2019,679,690,11
211207610,101021934,12-2-2018,1-2-2019,650,661,11
211207630,1102002,12-2-2018,1-2-2019,1485,1497,12
211207650,80801972,12-2-2018,1-2-2019,1565,1585,20
211207670,1968,12-2-2018,1-2-2019,1112,1118,6
211207680,1151,12-2-2018,1-2-2019,1330,1341,11
211207681,424,12-2-2018,1-2-2019,1727,1748,21
211207682,1193,12-1-2018,1-1-2019,2163,2189,26
211207683,886,12-1-2018,1-1-2019,1264,1283,19
211207684,2343,12-1-2018,1-1-2019,597,606,9
211207685,81088,12-1-2018,1-1-2019,1097,1111,14
211207686,970,12-1-2018,1-1-2019,1254,1270,16
211207687,2413,12-1-2018,1-1-2019,1116,1127,11
211207688,2500,12-1-2018,1-1-2019,834,845,11
211207691,2352,12-1-2018,1-1-2019,937,948,11
211207692,70904082,12-1-2018,1-1-2019,33,44,11
211207701,1166,12-2-2018,1-2-2019,929,943,14
211207702,33106030,12-2-2018,1-2-2019,1343,1352,9
211207703,2037,12-2-2018,1-2-2019,1119,1129,10
211207704,2559,12-2-2018,1-2-2019,1598,1625,27
211207705,11-01171,12-2-2018,1-2-2019,1403,1419,16
211207706,150903295,12-2-2018,1-2-2019,395,407,12
211207707,17NB044316,12-2-2018,1-2-2019,186,196,10
211207708,148,12-2-2018,1-2-2019,1321,1329,8
211207710,2341,12-2-2018,1-2-2019,612,619,7
211207711,33108139,12-2-2018,1-2-2019,1281,1290,9
211207712,980122962,12-2-2018,1-2-2019,2441,2458,17
211207713,140106377,12-2-2018,1-2-2019,676,698,22
211207714,1102663,12-2-2018,1-2-2019,1029,1041,12
211207715,17NB043486,12-2-2018,1-2-2019,38,41,3
211207716,1102609,12-2-2018,1-2-2019,575,581,6
211207717,1002616,12-2-2018,1-2-2019,1037,1054,17
211207718,1101604,12-2-2018,1-2-2019,756,767,11
211207719,150202892,12-2-2018,1-2-2019,406,417,11
211207720,1002744,12-2-2018,1-2-2019,998,1019,21
211207721,1101086,12-2-2018,1-2-2019,924,944,20
211207722,1102567,12-2-2018,1-2-2019,1182,1198,16
211207723,150903931,12-2-2018,1-2-2019,585,608,23
211207724,1101767,12-2-2018,1-2-2019,404,414,10
211207725,1101053,12-2-2018,1-2-2019,618,626,8
211207726,17NB044309,12-2-2018,1-2-2019,265,287,22
211207727,1001652,1-2-2018,1-2-2019,867,879,12
211207729,17NB043410,12-2-2018,1-2-2019,373,396,23
211207730,1002512,12-2-2018,1-2-2019,818,845,27
211207731,1101884,12-5-2018,1-5-2019,1346,1362,16
211207732,1102677,12-2-2018,1-2-2019,1024,1052,28
211207733,1101606,12-2-2018,1-2-2019,765,779,14
211207734,1102541,12-2-2018,1-2-2019,632,642,10
211207735,1102468,12-2-2018,1-2-2019,513,519,6
211207736,1101650,12-3-2018,1-3-2019,1277,1299,22
211207738,1101998,12-2-2018,1-2-2019,1110,1117,7
211207739,11-01389,12-2-2018,1-2-2019,1020,1027,7
211207740,1000081,12-2-2018,1-2-2019,693,703,10
211207742,49995,12-2-2018,1-2-2019,473,478,5
211207743,45156,12-2-2018,1-2-2019,893,914,21
211207744,51377,12-2-2018,1-2-2019,1370,1385,15
211207745,14253,12-2-2018,1-2-2019,530,538,8
211207746,13721,12-2-2018,1-2-2019,983,998,15
211207747,153,12-2-2018,1-2-2019,605,624,19
211207750,130325097,10-2-2017,1-2-2019,0,10,10
211207751,2491,12-2-2018,1-2-2019,479,493,14
211207753,67224,12-2-2018,1-2-2019,1035,1061,26
211207754,166,12-2-2018,1-2-2019,794,811,17
211207755,61262,12-2-2018,1-2-2019,429,435,6
211207756,6481616,12-2-2018,1-2-2019,481,492,11
211207757,1370,12-2-2018,1-2-2019,637,653,16
211207758,2644,12-2-2018,1-2-2019,490,498,8
211207759,715,12-2-2018,1-2-2019,813,828,15
211207760,1412,12-2-2018,1-2-2019,587,601,14
211207761,2040,12-2-2018,1-2-2019,518,525,7
211207764,17NB044397,12-2-2018,1-2-2019,78,84,6
211207765,1116,12-2-2018,1-2-2019,7,13,6
211207767,402085,12-2-2018,1-2-2019,429,440,11
211207769,100418789,12-2-2018,1-2-2019,962,972,10
211207770,3538,12-2-2018,1-2-2019,452,460,8
211207771,604097,12-2-2018,1-2-2019,299,308,9
211207772,601729,12-2-2018,1-2-2019,544,544,0
211207773,603134,12-2-2018,1-2-2019,416,425,9
211207774,283,12-2-2018,1-2-2019,890,899,9
211207776,604623,12-2-2018,1-2-2019,629,645,16
211207777,604669,12-2-2018,1-2-2019,648,666,18
211207778,160131495,12-2-2018,1-2-2019,536,560,24
211207779,140106456,12-3-2018,1-3-2019,2769,2833,64
211207780,140107913,12-3-2018,1-3-2019,115,117,2
211207781,1075,12-3-2018,1-3-2019,254,267,13
211207782,140106521,12-2-2018,1-2-2019,377,398,21
211207783,140107018,12-2-2018,1-2-2019,591,618,27
211207784,140107016,12-2-2018,1-2-2019,666,682,16
211207785,140106586,12-3-2018,1-3-2019,669,685,16
211207786,140109751,12-2-2018,1-2-2019,822,837,15
211207787,140106331,12-2-2018,1-2-2019,406,419,13
211207788,150202852,12-2-2018,1-2-2019,612,635,23
211207789,140812215,12-2-2018,1-2-2019,479,517,38
211207790,150202870,12-2-2018,1-2-2019,652,661,9
211207791,150202887,12-2-2018,1-2-2019,190,200,10
211207792,592,12-2-2018,1-2-2019,272,277,5
211207793,3255,6-2-2018,1-2-2019,284,285,1
211207794,1343,12-2-2018,1-2-2019,491,562,71
211207795,3030,12-2-2018,1-2-2019,353,364,11
211207796,4148,12-2-2018,1-2-2019,373,382,9
211207797,15093492,12-2-2018,1-2-2019,496,504,8
211207799,150934987,12-2-2018,1-2-2019,466,475,9
211207800,150934985,12-2-2018,1-2-2019,300,312,12
211207801,7559,12-2-2018,1-2-2019,401,414,13
211207802,90271261,12-2-2018,1-2-2019,4,25,21
211207803,150904767,12-2-2018,1-2-2019,357,365,8
211207804,2774,12-2-2018,1-2-2019,297,311,14
211207805,150904766,12-2-2018,1-2-2019,289,299,10
211207806,150904634,12-2-2018,1-2-2019,358,369,11
211207807,150903477,12-2-2018,1-2-2019,198,203,5
211207809,150904576,12-2-2018,1-2-2019,336,345,9
211207810,60761246,12-2-2018,1-2-2019,156,170,14
211207811,150913710,12-2-2018,1-2-2019,368,385,17
211207812,150903262,12-2-2018,1-2-2019,454,465,11
211207813,15903493,12-2-2018,1-2-2019,396,408,12
211207814,150913741,12-2-2018,1-2-2019,578,598,20
211207815,150913355,12-2-2018,1-2-2019,348,359,11
211207816,150913443,12-2-2018,1-2-2019,326,337,11
211207817,160132823,12-2-2018,1-2-2019,327,334,7
211207818,100418603,12-2-2018,1-2-2019,968,980,12
211207819,127,12-2-2018,1-2-2019,438,448,10
211207820,6070471,12-2-2018,1-2-2019,778,782,4
211207822,160870329,12-2-2018,1-2-2019,608,642,34
211207825,160541451,12-2-2018,1-2-2019,419,436,17
211207826,160541480,12-2-2018,1-2-2019,481,497,16
211207828,160133798,12-2-2018,1-2-2019,198,206,8
211207829,160133862,12-2-2018,1-2-2019,349,360,11
211207831,2512,12-2-2018,1-2-2019,476,476,0
211207833,160133779,12-3-2018,1-3-2019,281,292,11
211207834,160652024,12-2-2018,1-2-2019,1848,1885,37
211207835,160541481,12-2-2018,1-2-2019,199,211,12
211207837,160540635,12-2-2018,1-2-2019,343,357,14
211207839,160133831,12-2-2018,1-2-2019,77,90,13
211207840,160136204,12-2-2018,1-2-2019,108,124,16
211207841,160540669-1,12-3-2018,1-3-2019,108,110,2
211207842,160651701,12-2-2018,1-2-2019,321,336,15
211207844,160651705,12-2-2018,1-2-2019,240,251,11
211207845,160134023,12-2-2018,1-2-2019,266,277,11
211207846,160134024,12-2-2018,1-2-2019,396,416,20
211207847,160134069,12-2-2018,1-2-2019,152,160,8
211207848,160651799,12-2-2018,1-2-2019,196,206,10
211207849,160133855,12-3-2018,1-3-2019,157,158,1
211207850,160651234,12-2-2018,1-2-2019,241,249,8
211207851,160131500,12-2-2018,1-2-2019,387,417,30
211207852,160131498,12-2-2018,1-2-2019,230,236,6
211207853,160651231,12-2-2018,1-2-2019,170,180,10
211207854,160761208,12-2-2018,1-2-2019,149,153,4
211207855,160761243,12-5-2018,1-5-2019,263,274,11
211207856,160870362,12-2-2018,1-2-2019,142,143,1
211207857,160870361,12-2-2018,1-2-2019,150,159,9
211207858,160870371,12-2-2018,1-2-2019,216,229,13
211207860,160651703,12-2-2018,1-2-2019,159,165,6
211207861,50093,12-2-2018,1-2-2019,662,672,10
211207862,17NB024245,12-2-2018,1-2-2019,161,168,7
211207864,17NB044087,12-2-2018,1-2-2019,205,219,14
211207865,1672575,12-2-2018,1-2-2019,701,711,10
211207869,1470,12-2-2018,1-2-2019,447,469,22
211207870,160134072,12-2-2018,1-2-2019,208,213,5
211207871,17NB027509,12-2-2018,1-2-2019,131,139,8
211207872,140107929,12-2-2018,1-2-2019,649,659,10
211207873,170381646,12-2-2018,1-2-2019,183,194,11
211207874,170381905,12-2-2018,1-2-2019,200,210,10
211207875,170381678,12-2-2018,1-2-2019,69,73,4
211207876,170381628,12-2-2018,1-2-2019,427,436,9
211207877,17NB036338,12-2-2018,1-2-2019,166,173,7
211207878,170381659,12-2-2018,1-2-2019,150,158,8
211207879,TEMP 51191,12-3-2018,1-3-2019,2235,2241,6
211207880,17NB027902,12-2-2018,1-2-2019,207,216,9
211207881,17NB027910,12-2-2018,1-2-2019,86,91,5
211207882,17NB029739,12-2-2018,1-2-2019,138,150,12
211207883,3057,12-2-2018,1-2-2019,1300,1312,12
211207884,17nb044219,12-2-2018,1-2-2019,154,172,18
211207885,17NB044808,12-2-2018,1-2-2019,101,109,8
211207887,17NB040295,12-2-2018,1-2-2019,176,191,15
211207890,17NB043382,12-2-2018,1-2-2019,44,45,1
211207891,17NB040289,12-2-2018,1-2-2019,44,57,13
211207892,17NB045490,12-2-2018,1-2-2019,140,152,12
211207893,17NB045496,12-2-2018,1-2-2019,112,127,15
211207894,17NB045019,12-2-2018,1-2-2019,181,218,37
211207895,17NB045083,12-2-2018,1-2-2019,129,138,9
211207897,17NB045291,12-2-2018,1-2-2019,114,122,8
211207898,17NB045025,12-2-2018,1-2-2019,63,65,2
211207900,17NB04425,12-2-2018,1-2-2019,58,63,5
211207901,17NB045084,12-2-2018,1-2-2019,92,99,7
211207902,17NB041802,12-2-2018,1-2-2019,118,127,9
211207903,17NB042488,12-2-2018,1-2-2019,690,805,115
211207904,17NB044409,12-2-2018,1-2-2019,45,51,6
211207905,01224-OLD,12-2-2018,1-2-2019,1362,1427,65
211207906,160136208,12-2-2018,1-2-2019,111,121,10
211207907,508175-OLD,12-2-2018,1-2-2019,668,678,10
211207908,31107670,12-2-2018,1-2-2019,801,810,9
211207909,71391,12-2-2018,1-2-2019,649,655,6
211207910,160541420,12-2-2018,1-2-2019,218,224,6
