Acct_No,Mtr_No,PrevMR_Date,MR_Date,Prev_Rdg,Cur_Rdg,Cur_Consumption
211201930,17NB042118,1-2-2019,2-2-2019,119,129,10
211201950,150200580,1-2-2019,2-2-2019,898,914,16
211201960,150913354,1-2-2019,2-2-2019,560,592,32
211201961,170382116,1-2-2019,2-2-2019,171,173,2
211201970,17NB043959,1-2-2019,2-2-2019,244,263,19
211202000,140105212,1-2-2019,2-2-2019,914,940,26
211202001,ED-18-15-09924,1-2-2019,2-2-2019,1813,1829,16
211202010,ED-18-15-09921,1-2-2019,2-2-2019,1357,1369,12
211202020,ED-18-15-09785,1-2-2019,2-2-2019,1583,1599,16
211202030,17NB043965,1-2-2019,2-2-2019,166,178,12
211202040,ED-18-15-09519,1-2-2019,2-2-2019,1513,1524,11
211202060,1102688,1-2-2019,2-2-2019,275,292,17
211202070,ED-18-15-09521,1-2-2019,2-2-2019,1610,1619,9
211202080,17NB033896,1-2-2019,2-2-2019,461,487,26
211202090,ED-18-15-10357,1-2-2019,2-2-2019,1367,1370,3
211202110,17NB043961,1-2-2019,2-2-2019,202,216,14
211202170,160133800,1-2-2019,2-2-2019,944,977,33
211202190,ED-18-15-09525,1-2-2019,2-2-2019,1284,1292,8
211202210,ED-18-15-09919,1-2-2019,2-2-2019,1112,1144,32
211202330,17NB043967,1-2-2019,2-2-2019,154,172,18
211202340,150904763,1-2-2019,2-2-2019,517,533,16
211202350,17NB043962,1-2-2019,2-2-2019,176,185,9
211202360,ED-18-15-09920,1-2-2019,2-2-2019,1420,1433,13
211202390,17NB043968,1-2-2019,2-2-2019,158,170,12
211202400,17NB033728,1-2-2019,2-2-2019,303,321,18
211202410,17NB043966,1-2-2019,2-2-2019,151,197,46
211202420,33106016,1-2-2019,2-2-2019,182,200,18
211202430,1608074,1-2-2019,2-2-2019,128,138,10
211202440,1101676,1-2-2019,2-2-2019,434,445,11
211202460,1964,1-2-2019,2-2-2019,607,617,10
211202490,160651216,1-2-2019,2-2-2019,147,155,8
211202500,17NB043964,1-2-2019,2-2-2019,145,162,17
211202510,ED-18-15-09514,1-2-2019,2-2-2019,1237,1250,13
211202530,17NB043951,1-2-2019,2-2-2019,141,151,10
211202540,17NB043957,1-2-2019,2-2-2019,240,261,21
211202560,17NB043949,1-2-2019,2-2-2019,131,151,20
211202570,17NB043956,1-2-2019,2-2-2019,76,81,5
211202580,ED-18-15-09917,1-2-2019,2-2-2019,1246,1261,15
211202630,17NB043963,1-2-2019,2-2-2019,252,271,19
211202640,ED-18-15-09433,1-2-2019,2-2-2019,1548,1553,5
211202660,ED-18-15-09249,1-2-2019,2-2-2019,1255,1269,14
211202670,17NB043952,1-2-2019,2-2-2019,391,433,42
211202710,17NB033893,1-2-2019,2-2-2019,106,111,5
211202750,17NB042115,1-2-2019,2-2-2019,238,268,30
211202760,9671599,1-2-2019,2-2-2019,228,261,33
211202800,77996,1-2-2019,2-2-2019,158,170,12
211202820,ED-18-15-09664,1-2-2019,2-2-2019,1112,1123,11
211202821,17NB043958,1-2-2019,2-2-2019,93,119,26
211202830,112104380,1-2-2019,2-2-2019,764,773,9
211202840,17nb044085,1-2-2019,2-2-2019,235,261,26
211202850,7030963,1-2-2019,2-2-2019,991,996,5
211202870,ED-18-15-09864,1-2-2019,2-2-2019,1391,1396,5
211202920,ED-18-15-09857,1-2-2019,2-2-2019,1327,1341,14
211202950,150903942,1-2-2019,2-2-2019,447,459,12
211203020,112304511,1-2-2019,2-2-2019,127,142,15
211203040,150913742,1-2-2019,2-2-2019,571,586,15
211203050,150904632,1-2-2019,2-2-2019,422,436,14
211203070,9603825,1-2-2019,2-2-2019,174,189,15
211203080,17NB043960,1-2-2019,2-2-2019,127,133,6
211203090,140812212,1-2-2019,2-2-2019,460,464,4
211203100,ED-18-15-09638,1-2-2019,2-2-2019,1714,1723,9
211203110,87052479,1-2-2019,2-2-2019,507,509,2
211203140,ED-18-15-09759,1-2-2019,2-2-2019,917,921,4
211203170,17nb037576,1-2-2019,2-2-2019,37,45,8
211203220,17NB043950,1-2-2019,2-2-2019,246,264,18
211203230,1955,1-2-2019,2-2-2019,173,193,20
211203231,ED-18-15-10322,1-2-2019,2-2-2019,872,882,10
211203240,150903932,1-2-2019,2-2-2019,391,403,12
211203250,ED-18-15-09758,1-2-2019,2-2-2019,1726,1739,13
211203260,ED-18-15-10321,1-2-2019,2-2-2019,1475,1488,13
211203270,17NB043953,1-2-2019,2-2-2019,196,208,12
211203280,17NB033922,1-2-2019,2-2-2019,130,136,6
211203340,989,1-2-2019,2-2-2019,367,373,6
211203350,4252024,1-2-2019,2-2-2019,695,703,8
211203360,17NB042851,1-2-2019,2-2-2019,115,133,18
211203380,1859,1-2-2019,2-2-2019,456,462,6
211203410,150904822,1-2-2019,2-2-2019,335,348,13
211203420,15093498,1-2-2019,2-2-2019,695,710,15
211203440,3187,1-2-2019,2-2-2019,476,483,7
211203500,17NB042858,1-2-2019,2-2-2019,223,239,16
211203520,17NB042857,1-2-2019,2-2-2019,70,79,9
211203540,17NB041353,1-2-2019,2-2-2019,256,274,18
211203550,17NB042854,1-2-2019,2-2-2019,98,109,11
211203560,410005208,1-2-2019,2-2-2019,1487,1492,5
211203570,17NB042855,1-2-2019,2-2-2019,117,117,0
211203580,17NB042853,1-2-2019,2-2-2019,93,102,9
211203600,ED-18-15-10323,1-2-2019,2-2-2019,1160,1176,16
211203610,627445,1-2-2019,2-2-2019,1040,1048,8
211203630,140107949,1-2-2019,2-2-2019,375,384,9
211203640,17NB042856,1-2-2019,2-2-2019,150,166,16
211203650,150903937,1-2-2019,2-2-2019,503,518,15
211203680,ED-18-15-01435,1-2-2019,2-2-2019,1470,1474,4
211203700,17NB045553,1-2-2019,2-2-2019,161,179,18
211203709,4251955,1-2-2019,2-2-2019,963,967,4
211203710,1179,1-2-2019,2-2-2019,774,781,7
211203720,80601898,1-2-2019,2-2-2019,14,21,7
211203750,20070529082,1-2-2019,2-2-2019,1204,1212,8
211203790,17NB045552,1-2-2019,2-2-2019,152,166,14
211203820,17NB045551,1-2-2019,2-2-2019,144,153,9
211203840,ED-18-15-09702,1-2-2019,2-2-2019,1098,1110,12
211203860,17NB045550,1-2-2019,2-2-2019,145,156,11
211203900,17NB045556,1-2-2019,2-2-2019,183,188,5
211203910,17NB045557,1-2-2019,2-2-2019,187,205,18
211203950,17NB033926,1-2-2019,2-2-2019,315,335,20
211203970,101020954,1-2-2019,2-2-2019,655,657,2
211203980,ED-18-15-09513,1-2-2019,2-2-2019,927,948,21
211203990,17NB045549,1-2-2019,2-2-2019,124,134,10
211204020,150904620,1-2-2019,2-2-2019,521,538,17
211204050,77386,1-2-2019,2-2-2019,161,176,15
211204100,410005205,1-2-2019,2-2-2019,152,165,13
211204110,ED-18-15-10358,1-2-2019,2-2-2019,931,943,12
211204120,17NB445555,1-2-2019,2-2-2019,210,226,16
211204130,17NB045554,1-2-2019,2-2-2019,160,174,14
211204140,17NB045558,1-2-2019,2-2-2019,121,140,19
211204150,150904025,1-2-2019,2-2-2019,291,298,7
211204160,17NB044314,1-2-2019,2-2-2019,125,133,8
211204170,17NB028336,1-2-2019,2-2-2019,149,162,13
211204171,ED-18-15-10130,1-2-2019,2-2-2019,1614,1636,22
211204180,6084285,1-2-2019,2-2-2019,690,701,11
211204190,ED-18-15-10266,1-2-2019,2-2-2019,998,1003,5
211204200,17NB041358,1-2-2019,2-2-2019,155,167,12
211204210,ED-18-15-10128,1-2-2019,2-2-2019,1032,1049,17
211204250,15091353,1-2-2019,2-2-2019,474,485,11
211204260,ED-18-15-09515,1-2-2019,2-2-2019,1247,1252,5
211204270,600514,1-2-2019,2-2-2019,518,529,11
211204271,150202711,1-2-2019,2-2-2019,624,635,11
211204300,17NB042852,1-2-2019,2-2-2019,158,179,21
211204371,140106542,1-2-2019,2-2-2019,471,478,7
211204372,140106374,1-2-2019,2-2-2019,624,630,6
211204376,17NB041349,1-2-2019,2-2-2019,84,89,5
211204380,17NB033924,1-2-2019,2-2-2019,230,244,14
211204430,ED-18-15-10275,1-2-2019,2-2-2019,1564,1585,21
211204440,17NB041350,1-2-2019,2-2-2019,280,307,27
211204450,8721,1-2-2019,2-2-2019,358,365,7
211204460,17NB041354,1-2-2019,2-2-2019,295,325,30
211204461,ED-18-15-10290,1-2-2019,2-2-2019,1530,1547,17
211204490,51605,1-2-2019,2-2-2019,1312,1338,26
211204514,ED-18-15-09512,1-2-2019,2-2-2019,1640,1653,13
211204520,17NB041351,1-2-2019,2-2-2019,158,170,12
211204550,17NB041357,1-2-2019,2-2-2019,192,210,18
211204560,ED-18-15-09510,1-2-2019,2-2-2019,1655,1661,6
211204561,ED-18-15-09564,1-2-2019,2-2-2019,1225,1230,5
211204564,17NB041355,1-2-2019,2-2-2019,170,190,20
211204570,17NB041352,1-2-2019,2-2-2019,148,159,11
211204571,17NB044012,1-2-2019,2-2-2019,135,143,8
211204580,17NB041356,1-2-2019,2-2-2019,262,282,20
211204590,17NB044310,1-2-2019,2-2-2019,152,161,9
211204600,ED-18-15-09557,1-2-2019,2-2-2019,1671,1693,22
211204601,1101820,1-2-2019,2-2-2019,716,733,17
211204602,17NB044311,1-2-2019,2-2-2019,160,178,18
211204650,17NB044313,1-2-2019,2-2-2019,326,351,25
211204700,ED-18-15-09561,1-2-2019,2-2-2019,1262,1278,16
211204730,ED-18-15-10274,1-2-2019,2-2-2019,1358,1382,24
211204740,17NB044318,1-2-2019,2-2-2019,191,209,18
211204750,ED-18-15-10267,1-2-2019,2-2-2019,982,998,16
211204780,ED-18-15-10361,1-2-2019,2-2-2019,1290,1307,17
211204790,ED-18-15-09469,1-2-2019,2-2-2019,1254,1261,7
211204840,1018,1-2-2019,2-2-2019,1116,1125,9
211204850,101020956,1-2-2019,2-2-2019,852,862,10
211204860,990612110,1-2-2019,2-2-2019,79,85,6
211204861,60405195,1-2-2019,2-2-2019,136,149,13
211204871,ED-18-15-09780,1-2-2019,2-2-2019,1356,1366,10
211204880,021-01-488,1-2-2019,2-2-2019,128,141,13
211204920,1000033,1-2-2019,2-2-2019,931,939,8
211204950,150903299,1-2-2019,2-2-2019,759,779,20
211204970,402360,1-2-2019,2-2-2019,1036,1060,24
211204990,1778,1-2-2019,2-2-2019,767,769,2
211205040,17NB044448,1-2-2019,2-2-2019,144,154,10
211205070,70905954,1-2-2019,2-2-2019,13,34,21
211205080,17NB044446,1-2-2019,2-2-2019,94,100,6
211205090,160761242,1-2-2019,2-2-2019,310,327,17
211205100,307,1-2-2019,2-2-2019,1512,1554,42
211205110,17NB033923,1-2-2019,2-2-2019,393,424,31
211205120,17NB044443,1-2-2019,2-2-2019,107,125,18
211205130,021-01-513,1-5-2019,2-5-2019,512,528,16
211205170,17NB044442,1-2-2019,2-2-2019,250,271,21
211205180,17NB033921,1-2-2019,2-2-2019,560,586,26
211205220,912024,1-2-2019,2-2-2019,151,168,17
211205230,290,1-2-2019,2-2-2019,821,825,4
211205260,80801875,1-2-2019,2-2-2019,1067,1087,20
211205270,931,1-2-2019,2-2-2019,722,732,10
211205290,99,1-2-2019,2-2-2019,367,388,21
211205300,17NB033929,1-2-2019,2-2-2019,480,506,26
211205310,17NB044445,1-2-2019,2-2-2019,110,118,8
211205340,1920,1-2-2019,2-2-2019,869,883,14
211205370,17NB044440,1-2-2019,2-2-2019,265,289,24
211205380,ED-18-15-09567,1-2-2019,2-2-2019,1190,1202,12
211205390,17NB033925,1-2-2019,2-2-2019,248,262,14
211205400,ED-18-15-09856,1-2-2019,2-2-2019,882,895,13
211205420,1112079,1-2-2019,2-2-2019,966,987,21
211205440,17NB044011,1-2-2019,2-2-2019,51,60,9
211205450,17NB044010,1-2-2019,2-2-2019,104,115,11
211205460,1309,1-2-2019,2-2-2019,1567,1582,15
211205480,17NB044439,1-2-2019,2-2-2019,236,263,27
211205490,87058801,1-2-2019,2-2-2019,1444,1455,11
211205510,17NB044018,1-2-2019,2-2-2019,329,350,21
211205530,17NB044014,1-2-2019,2-2-2019,254,271,17
211205540,1002725,1-2-2019,2-2-2019,461,465,4
211205550,ED-18-15-10424,1-2-2019,2-2-2019,1428,1439,11
211205560,17NB044013,1-2-2019,2-2-2019,245,264,19
211205570,1108083,1-4-2019,2-4-2019,1006,1007,1
211205580,ED-18-15-09565,1-2-2019,2-2-2019,1058,1064,6
211205600,608,1-2-2019,2-2-2019,1057,1066,9
211205640,17NB044017,1-2-2019,2-2-2019,147,159,12
211205650,100418646,1-6-2019,2-6-2019,1734,1761,27
211205661,ED-18-15-09563,1-2-2019,2-2-2019,1243,1251,8
211205670,4100007681,1-3-2019,2-3-2019,814,820,6
211205690,1202,1-2-2019,2-2-2019,910,925,15
211205710,601869,1-3-2019,2-3-2019,745,764,19
211205720,ED-18-15-09859,1-2-2019,2-2-2019,1477,1479,2
211205730,17NB044016,1-2-2019,2-2-2019,140,155,15
211205740,ED-18-15-10281,1-2-2019,2-2-2019,1198,1207,9
211205770,ED-18-15-09603,1-2-2019,2-2-2019,1011,1018,7
211205780,915,1-2-2019,2-2-2019,592,605,13
211205790,17NB033927,1-2-2019,2-2-2019,334,365,31
211205800,17NB044015,1-2-2019,2-2-2019,240,267,27
211205810,ED-18-15-09530,1-3-2019,2-3-2019,1399,1406,7
211205820,ED-18-15-09865,1-2-2019,2-2-2019,1403,1415,12
211205830,7300349,1-2-2019,2-2-2019,1271,1279,8
211205840,17NB0044012,1-2-2019,2-2-2019,78,86,8
211205870,17NB044009,1-2-2019,2-2-2019,40,56,16
211205890,150202716,1-2-2019,2-2-2019,84,84,0
211205900,20301860,1-2-2019,2-2-2019,1605,1620,15
211206010,ED-18-15-09784,1-2-2019,2-2-2019,923,932,9
211206080,17NB042850,1-2-2019,2-2-2019,109,117,8
211206170,19601873,1-2-2019,2-2-2019,394,401,7
211206180,17NB044837,1-2-2019,2-2-2019,147,157,10
211206210,ED-18-15-09524,1-2-2019,2-2-2019,1418,1437,19
211206240,17NB042849,1-2-2019,2-2-2019,293,323,30
211206260,17NB044835,1-2-2019,2-2-2019,228,242,14
211206290,150913709,1-2-2019,2-2-2019,600,620,20
211206300,17NB044838,1-2-2019,2-2-2019,116,124,8
211206330,ED-18-15-09813,1-2-2019,2-2-2019,1615,1623,8
211206340,17NB044834,1-2-2019,2-2-2019,182,189,7
211206350,17NB044836,1-2-2019,2-2-2019,138,153,15
211206380,1106031,1-2-2019,2-2-2019,1435,1443,8
211206390,031941-18,1-2-2019,2-2-2019,28,35,7
211206400,ED-18-15-09783,1-2-2019,2-2-2019,1455,1478,23
211206410,17NB044830,1-2-2019,2-2-2019,151,170,19
211206420,17NB044832,1-2-2019,2-2-2019,130,154,24
211206430,ED-18-15-10386,1-2-2019,2-2-2019,1513,1528,15
211206440,17NB044833,1-2-2019,2-2-2019,186,204,18
211206470,812206,1-2-2019,2-2-2019,822,829,7
211206480,17NB044029,1-2-2019,2-2-2019,200,217,17
211206510,ED-18-15-10123,1-2-2019,2-2-2019,1491,1531,40
211206511,80801998,1-2-2019,2-2-2019,542,552,10
211206513,17NB044831,1-2-2019,2-2-2019,316,356,40
211206520,17NB043412,1-2-2019,2-2-2019,151,158,7
211206530,140105069,1-2-2019,2-2-2019,571,582,11
211206540,ED-18-15-10268,1-2-2019,2-2-2019,1162,1175,13
211206550,ED-18-15-10134,1-2-2019,2-2-2019,1185,1201,16
211206560,17NB043409,1-2-2019,2-2-2019,129,140,11
211206570,17NB043417,1-2-2019,2-2-2019,39,42,3
211206590,17NB043415,1-2-2019,2-2-2019,192,220,28
211206600,22544,1-2-2019,2-2-2019,276,285,9
211206610,17NB043413,1-2-2019,2-2-2019,187,200,13
211206620,17NB043418,1-2-2019,2-2-2019,122,132,10
211206630,160651236,1-2-2019,2-2-2019,316,329,13
211206631,100416536,1-2-2019,2-2-2019,283,297,14
211206640,21209547,3-2-2018,2-3-2019,503,510,7
211206660,17NB043416,1-2-2019,2-2-2019,195,213,18
211206670,ED-18-15-10014,1-2-2019,2-2-2019,1142,1173,31
211206680,17NB043411,1-2-2019,2-2-2019,211,224,13
211206700,17NB044391,1-2-2019,2-2-2019,175,195,20
211206720,ED-18-15-10135,1-2-2019,2-2-2019,1496,1510,14
211206740,140106486,1-2-2019,2-2-2019,920,945,25
211206744,17NB043414,1-2-2019,2-2-2019,79,86,7
211206750,18NB049281,1-2-2019,2-2-2019,75,84,9
211206751,ED-18-15-09820,1-2-2019,2-2-2019,1166,1177,11
211206770,17NB044390,1-2-2019,2-2-2019,143,153,10
211206780,ED-18-15-09816,1-2-2019,2-2-2019,974,986,12
211206781,ED-18-15-09923,1-2-2019,2-2-2019,1045,1057,12
211206790,2011-1101906,1-2-2019,2-2-2019,711,725,14
211206810,101023840,1-2-2019,2-2-2019,1266,1285,19
211206820,17NB044393,1-2-2019,2-2-2019,147,164,17
211206831,160650451,1-2-2019,2-2-2019,184,191,7
211206840,1106067,1-2-2019,2-2-2019,1582,1600,18
211206851,17NB044389,1-2-2019,2-2-2019,184,196,12
211206860,101501208,1-2-2019,2-2-2019,460,489,29
211206863,17NB044398,1-2-2019,2-2-2019,67,74,7
211206864,ED-18-15-10387,1-3-2019,2-3-2019,1726,1740,14
211206870,17NB044396,1-2-2019,2-2-2019,211,235,24
211206871,ED-18-15-10390,1-2-2019,2-2-2019,1320,1328,8
211206880,ED-18-15-09822,1-2-2019,2-2-2019,816,819,3
211206881,ED-18-15-09811,1-2-2019,2-2-2019,938,953,15
211206882,ED-18-15-09808,1-2-2019,2-2-2019,1399,1407,8
211206883,ED-18-15-09812,1-2-2019,2-2-2019,1497,1506,9
211206940,ED-18-15-09821,1-2-2019,2-2-2019,1460,1479,19
211207020,80802017,1-3-2019,2-3-2019,832,837,5
211207030,2142,1-2-2019,2-2-2019,384,400,16
211207050,80801966,1-2-2019,2-2-2019,1124,1134,10
211207060,80801927,1-2-2019,2-2-2019,950,967,17
211207081,140105011,1-2-2019,2-2-2019,725,744,19
211207090,ED-18-15-10256,1-1-2019,2-1-2019,1107,1119,12
211207100,600105,1-2-2019,2-2-2019,775,789,14
211207110,ED-18-15-10393,1-2-2019,2-2-2019,1287,1296,9
211207120,ED-18-15-09518,1-2-2019,2-2-2019,1189,1214,25
211207130,4252701,1-2-2019,2-2-2019,234,249,15
211207150,80378796,1-2-2019,2-2-2019,848,853,5
211207170,10726008,1-2-2019,2-2-2019,651,654,3
211207180,150904633,1-2-2019,2-2-2019,502,519,17
211207190,703019892,1-2-2019,2-2-2019,1512,1524,12
211207230,ED-18-15-10090,1-3-2019,2-3-2019,1117,1129,12
211207240,150913673,1-2-2019,2-2-2019,443,462,19
211207250,ED-18-15-10359,1-2-2019,2-2-2019,1172,1183,11
211207260,ED-18-15-10475,1-2-2019,2-2-2019,999,1007,8
211207270,17NB033899,1-2-2019,2-2-2019,181,198,17
211207280,101023640,1-2-2019,2-2-2019,851,857,6
211207290,17NB043955,1-2-2019,2-2-2019,234,264,30
211207310,ED-18-15-09925,1-2-2019,2-2-2019,1056,1080,24
211207320,1509046,1-2-2019,2-2-2019,564,575,11
211207350,ED-18-15-01525,1-1-2019,2-1-2019,2085,2094,9
211207360,150200553,1-2-2019,2-2-2019,454,470,16
211207370,1739,1-2-2019,2-2-2019,73,79,6
211207380,ED-18-15-10394,1-2-2019,2-2-2019,1238,1247,9
211207390,100418790,1-2-2019,2-2-2019,1053,1117,64
211207400,100313057,1-2-2019,2-2-2019,994,1004,10
211207410,ED-18-15-09562,1-2-2019,2-2-2019,1287,1290,3
211207420,1108072,1-2-2019,2-2-2019,747,754,7
211207430,17NB044315,1-2-2019,2-2-2019,189,208,19
211207440,45846,1-2-2019,2-2-2019,643,657,14
211207450,1956,9-2-2018,2-2-2019,1219,1225,6
211207470,100418560,1-2-2019,2-2-2019,798,805,7
211207500,ED-18-15-09522,1-2-2019,2-2-2019,843,855,12
211207510,ED-18-15-09552,1-2-2019,2-2-2019,1549,1553,4
211207520,17nb044223,1-2-2019,2-2-2019,85,89,4
211207530,ED-18-15-09862,1-2-2019,2-2-2019,1365,1382,17
211207550,ED-18-15-10121,1-2-2019,2-2-2019,1320,1344,24
211207580,ED-18-15-09556,1-2-2019,2-2-2019,971,982,11
211207590,101023505,1-2-2019,2-2-2019,690,700,10
211207610,101021934,1-2-2019,2-2-2019,661,672,11
211207630,1102002,1-2-2019,2-2-2019,1497,1509,12
211207650,80801972,1-2-2019,2-2-2019,1585,1604,19
211207670,ED-18-15-09509,1-2-2019,2-5-2019,0,5,5
211207680,ED-18-15-10425,1-2-2019,2-2-2019,1341,1351,10
211207681,ED-18-15-10129,1-2-2019,2-2-2019,1748,1773,25
211207682,ED-18-15-10138,1-1-2019,2-1-2019,2189,2206,17
211207683,ED-18-15-09887,1-1-2019,2-1-2019,1283,1301,18
211207684,2343,1-1-2019,2-1-2019,606,615,9
211207685,ED-18-15-09894,1-1-2019,2-1-2019,1111,1124,13
211207686,970,1-1-2019,2-1-2019,1270,1285,15
211207687,2413,1-1-2019,2-1-2019,1127,1135,8
211207688,2500,1-1-2019,2-1-2019,845,856,11
211207691,2352,1-1-2019,2-1-2019,948,958,10
211207692,70904082,1-1-2019,2-1-2019,44,54,10
211207701,1166,1-2-2019,2-2-2019,943,957,14
211207702,ED-18-15-10013,1-2-2019,2-2-2019,1352,1362,10
211207703,ED-18-15-09520,1-2-2019,2-2-2019,1129,1141,12
211207704,ED-18-15-10284,1-2-2019,2-2-2019,1625,1652,27
211207705,11-01171,1-2-2019,2-2-2019,1419,1440,21
211207706,150903295,1-2-2019,2-2-2019,407,419,12
211207707,17NB044316,1-2-2019,2-2-2019,196,206,10
211207708,ED-18-15-09511,1-2-2019,2-2-2019,1329,1337,8
211207710,2341,1-2-2019,2-2-2019,619,627,8
211207711,ED-18-15-09508,1-2-2019,2-2-2019,1290,1306,16
211207712,ED-18-15-10203,1-2-2019,2-2-2019,2458,2473,15
211207713,140106377,1-2-2019,2-2-2019,698,713,15
211207714,ED-18-15-09779,1-2-2019,2-2-2019,1041,1054,13
211207715,17NB043486,1-2-2019,2-2-2019,41,45,4
211207716,1102609,1-2-2019,2-2-2019,581,584,3
211207717,ED-18-15-09507,1-2-2019,2-2-2019,1054,1070,16
211207718,1101604,1-2-2019,2-2-2019,767,782,15
211207719,150202892,1-2-2019,2-2-2019,417,428,11
211207720,1002744,1-2-2019,2-2-2019,1019,1036,17
211207721,ED-18-15-09665,1-2-2019,2-2-2019,944,962,18
211207722,ED-18-15-09506,1-2-2019,2-2-2019,1198,1214,16
211207724,1101767,1-2-2019,2-2-2019,414,425,11
211207725,1101053,1-2-2019,2-2-2019,626,637,11
211207726,17NB044309,1-2-2019,2-2-2019,287,316,29
211207727,1001652,1-2-2019,2-2-2019,879,888,9
211207729,17NB043410,1-2-2019,2-2-2019,396,421,25
211207730,1002512,1-2-2019,2-2-2019,845,873,28
211207731,1101884,1-5-2019,2-5-2019,1362,1377,15
211207732,ED-18-15-09705,1-2-2019,2-2-2019,1052,1079,27
211207733,1101606,1-2-2019,2-2-2019,779,795,16
211207734,1102541,1-2-2019,2-2-2019,642,654,12
211207735,1102468,1-2-2019,2-2-2019,519,524,5
211207736,1101650,1-3-2019,2-3-2019,1299,1329,30
211207738,1101998,1-2-2019,2-2-2019,1117,1121,4
211207739,ED-18-15-10122,1-2-2019,2-2-2019,1027,1032,5
211207740,1000081,1-2-2019,2-2-2019,703,714,11
211207742,49995,1-2-2019,2-2-2019,478,481,3
211207743,45156,1-2-2019,2-2-2019,914,930,16
211207744,ED-18-15-10392,1-2-2019,2-2-2019,1385,1400,15
211207745,14253,1-2-2019,2-2-2019,538,545,7
211207746,ED-18-15-10419,1-2-2019,2-2-2019,998,1006,8
211207747,153,1-2-2019,2-2-2019,624,644,20
211207750,130325097,1-2-2019,2-2-2019,10,17,7
211207751,2491,1-2-2019,2-2-2019,493,505,12
211207753,ED-18-15-10467,1-2-2019,2-2-2019,1061,1089,28
211207755,61262,1-2-2019,2-2-2019,435,441,6
211207756,6481616,1-2-2019,2-2-2019,492,502,10
211207757,1370,1-2-2019,2-2-2019,653,670,17
211207758,2644,1-2-2019,2-2-2019,498,504,6
211207759,715,1-2-2019,2-2-2019,828,841,13
211207760,1412,1-2-2019,2-2-2019,601,614,13
211207761,2040,1-2-2019,2-2-2019,525,532,7
211207764,17NB044397,1-2-2019,2-2-2019,84,88,4
211207765,1116,1-2-2019,2-2-2019,13,22,9
211207766,2028,12-2-2018,2-2-2019,328,338,10
211207767,402085,1-2-2019,2-2-2019,440,451,11
211207769,ED-18-15-09517,1-2-2019,2-2-2019,972,983,11
211207770,3538,1-2-2019,2-2-2019,460,468,8
211207771,604097,1-2-2019,2-2-2019,308,316,8
211207772,601729,1-2-2019,2-2-2019,544,568,24
211207773,603134,1-2-2019,2-2-2019,425,437,12
211207774,283,1-2-2019,2-2-2019,899,903,4
211207776,604623,1-2-2019,2-2-2019,645,659,14
211207777,604669,1-2-2019,2-2-2019,666,683,17
211207778,160131495,1-2-2019,2-2-2019,560,579,19
211207779,ED-18-15-09677,1-3-2019,2-3-2019,2833,2892,59
211207780,140107913,1-3-2019,2-3-2019,117,120,3
211207781,1075,1-3-2019,2-3-2019,267,280,13
211207782,140106521,1-2-2019,2-2-2019,398,421,23
211207783,140107018,1-2-2019,2-2-2019,618,644,26
211207784,140107016,1-2-2019,2-2-2019,682,687,5
211207785,140106586,1-3-2019,2-3-2019,685,700,15
211207786,140109751,1-2-2019,2-2-2019,0,12,12
211207787,140106331,1-2-2019,2-2-2019,419,434,15
211207788,150202852,1-2-2019,2-2-2019,635,655,20
211207789,140812215,1-2-2019,2-2-2019,517,546,29
211207790,150202870,1-2-2019,2-2-2019,661,674,13
211207791,150202887,1-2-2019,2-2-2019,200,208,8
211207792,592,1-2-2019,2-2-2019,277,287,10
211207793,3255,1-2-2019,2-2-2019,285,286,1
211207794,1343,1-2-2019,2-2-2019,562,649,87
211207795,3030,1-2-2019,2-2-2019,364,375,11
211207796,4148,1-2-2019,2-2-2019,382,391,9
211207797,15093492,1-2-2019,2-2-2019,504,512,8
211207799,150934987,1-2-2019,2-2-2019,475,493,18
211207800,150934985,1-2-2019,2-2-2019,312,322,10
211207801,7559,1-2-2019,2-2-2019,414,424,10
211207802,90271261,1-2-2019,2-2-2019,25,44,19
211207803,150904767,1-2-2019,2-2-2019,365,372,7
211207804,2774,1-2-2019,2-2-2019,311,328,17
211207805,150904766,1-2-2019,2-2-2019,299,305,6
211207806,150904634,1-2-2019,2-2-2019,369,381,12
211207807,150903477,1-2-2019,2-2-2019,203,211,8
211207809,150904576,1-2-2019,2-2-2019,345,355,10
211207810,60761246,1-2-2019,2-2-2019,170,178,8
211207811,150913710,1-2-2019,2-2-2019,385,401,16
211207812,150903262,1-2-2019,2-2-2019,465,477,12
211207813,15903493,1-2-2019,2-2-2019,408,416,8
211207814,150913741,1-2-2019,2-2-2019,598,612,14
211207815,150913355,1-2-2019,2-2-2019,359,368,9
211207816,150913443,1-2-2019,2-2-2019,337,348,11
211207817,160132823,1-2-2019,2-2-2019,334,342,8
211207818,ED-18-15-10417,1-2-2019,2-2-2019,980,994,14
211207819,127,1-2-2019,2-2-2019,448,453,5
211207820,6070471,1-2-2019,2-2-2019,782,784,2
211207822,160870329,1-2-2019,2-2-2019,642,678,36
211207825,160541451,1-2-2019,2-2-2019,436,452,16
211207826,160541480,1-2-2019,2-2-2019,497,515,18
211207828,160133798,1-2-2019,2-2-2019,206,211,5
211207829,160133862,1-2-2019,2-2-2019,360,372,12
211207830,160133898,12-2-2018,2-2-2019,263,279,16
211207831,2512,1-2-2019,2-2-2019,476,478,2
211207833,160133779,1-3-2019,2-3-2019,292,301,9
