Acct_No,Mtr_No,PrevMR_Date,MR_Date,Prev_Rdg,Cur_Rdg,Cur_Consumption
211202340,150904763,2-2-2019,3-2-2019,533,545,12
211202350,17NB043962,2-2-2019,3-2-2019,185,193,8
211202360,ED-18-15-09920,2-2-2019,3-2-2019,4,15,11
211202390,17NB043968,2-2-2019,3-2-2019,170,179,9
211202400,17NB033728,2-2-2019,3-2-2019,321,335,14
211202410,17NB043966,2-2-2019,3-2-2019,197,211,14
211202420,33106016,2-2-2019,3-2-2019,200,214,14
211202430,1608074,2-2-2019,3-2-2019,138,146,8
211202440,1101676,2-2-2019,3-2-2019,445,449,4
211202460,1964,2-2-2019,3-2-2019,617,627,10
211202490,160651216,2-2-2019,3-2-2019,155,165,10
211202500,17NB043964,2-2-2019,3-2-2019,162,170,8
211202510,ED-18-15-09514,2-2-2019,3-2-2019,5,17,12
211202530,17NB043951,2-2-2019,3-2-2019,151,160,9
211202540,17NB043957,2-2-2019,3-2-2019,261,278,17
211202560,17NB043949,2-2-2019,3-2-2019,151,168,17
211202570,17NB043956,2-2-2019,3-2-2019,81,86,5
211202580,ED-18-15-09917,2-2-2019,3-2-2019,5,16,11
211202630,17NB043963,2-2-2019,3-2-2019,271,293,22
211202640,ED-18-15-09433,2-2-2019,3-2-2019,2,6,4
211202660,ED-18-15-09249,2-2-2019,3-2-2019,5,17,12
211202670,17NB043952,2-2-2019,3-2-2019,433,466,33
211202710,17NB033893,2-2-2019,3-2-2019,111,116,5
211202750,17NB042115,2-2-2019,3-2-2019,268,286,18
211202760,9671599,2-2-2019,3-2-2019,261,291,30
211202800,77996,2-2-2019,3-2-2019,170,179,9
211202820,ED-18-15-09664,2-2-2019,3-2-2019,4,13,9
211202821,17NB043958,2-2-2019,3-2-2019,119,139,20
211202830,112104380,2-2-2019,3-2-2019,773,781,8
211202840,17nb044085,2-2-2019,3-2-2019,261,282,21
211202850,7030963,2-2-2019,3-2-2019,996,1002,6
211202870,ED-18-15-09864,2-2-2019,3-2-2019,2,18,16
211202920,ED-18-15-09857,2-2-2019,3-2-2019,5,18,13
211202950,150903942,2-2-2019,3-2-2019,459,471,12
211203020,112304511,2-2-2019,3-2-2019,142,153,11
211203040,150913742,2-2-2019,3-2-2019,586,597,11
211203050,150904632,2-2-2019,3-2-2019,436,448,12
211203070,9603825,2-2-2019,3-2-2019,189,199,10
211203080,17NB043960,2-2-2019,3-2-2019,133,137,4
211203090,140812212,2-2-2019,3-2-2019,464,468,4
211203100,ED-18-15-09638,2-2-2019,3-2-2019,4,13,9
211203110,87052479,2-2-2019,3-2-2019,509,511,2
211203140,ED-18-15-09759,2-2-2019,3-2-2019,3,8,5
211203170,17nb037576,2-2-2019,3-2-2019,45,51,6
211203220,17NB043950,2-2-2019,3-2-2019,264,277,13
211203230,1955,2-2-2019,3-2-2019,193,204,11
211203231,ED-18-15-10322,2-2-2019,3-2-2019,6,17,11
211203240,150903932,2-2-2019,3-2-2019,403,413,10
211203250,ED-18-15-09758,2-2-2019,3-2-2019,6,17,11
211203260,ED-18-15-10321,2-2-2019,3-2-2019,6,14,8
211203270,17NB043953,2-2-2019,3-2-2019,208,219,11
211203280,17NB033922,2-2-2019,3-2-2019,136,141,5
211203340,989,2-2-2019,3-2-2019,373,380,7
211203350,4252024,2-2-2019,3-2-2019,703,708,5
211203360,17NB042851,2-2-2019,3-2-2019,133,155,22
211203380,1859,2-2-2019,3-2-2019,462,467,5
211203410,150904822,2-2-2019,3-2-2019,348,361,13
211203420,15093498,2-2-2019,3-2-2019,710,722,12
211203440,3187,2-2-2019,3-2-2019,483,489,6
211203500,17NB042858,2-2-2019,3-2-2019,239,258,19
211203520,17NB042857,2-2-2019,3-2-2019,79,89,10
211203540,17NB041353,2-2-2019,3-2-2019,274,289,15
211203550,17NB042854,2-2-2019,3-2-2019,109,121,12
211203560,410005208,2-2-2019,3-2-2019,1492,1498,6
211203570,17NB042855,2-2-2019,3-2-2019,117,118,1
211203580,17NB042853,2-2-2019,3-2-2019,102,110,8
211203600,ED-18-15-10323,2-2-2019,3-2-2019,8,17,9
211203610,627445,2-2-2019,3-2-2019,1048,1055,7
211203630,140107949,2-2-2019,3-2-2019,384,392,8
211203640,17NB042856,2-2-2019,3-2-2019,166,189,23
211203650,150903937,2-2-2019,3-2-2019,518,533,15
211203680,ED-18-15-01435,2-2-2019,3-2-2019,3,8,5
211203700,17NB045553,2-2-2019,3-2-2019,179,190,11
211203709,4251955,2-2-2019,3-2-2019,967,970,3
211203710,1179,2-2-2019,3-2-2019,781,792,11
211203720,80601898,2-2-2019,3-2-2019,21,26,5
211203750,20070529082,2-2-2019,3-2-2019,1212,1220,8
211203790,17NB045552,2-2-2019,3-2-2019,166,178,12
211203820,17NB045551,2-2-2019,3-2-2019,153,161,8
211203840,ED-18-15-09702,2-2-2019,3-2-2019,6,15,9
211203860,17NB045550,2-2-2019,3-2-2019,156,162,6
211203900,17NB045556,2-2-2019,3-2-2019,188,191,3
211203910,17NB045557,2-2-2019,3-2-2019,205,221,16
211203950,17NB033926,2-2-2019,3-2-2019,335,351,16
211203970,101020954,2-2-2019,3-2-2019,657,657,0
211203980,ED-18-15-09513,2-2-2019,3-2-2019,5,15,10
211203990,17NB045549,2-2-2019,3-2-2019,134,142,8
211204020,150904620,2-2-2019,3-2-2019,538,558,20
211204050,77386,2-2-2019,3-2-2019,176,200,24
211204100,410005205,2-2-2019,3-2-2019,165,178,13
211204110,ED-18-15-10358,2-2-2019,3-2-2019,7,18,11
211204120,17NB445555,2-2-2019,3-2-2019,226,240,14
211204130,17NB045554,2-2-2019,3-2-2019,174,186,12
211204140,17NB045558,2-2-2019,3-2-2019,140,153,13
211204150,150904025,2-2-2019,3-2-2019,298,305,7
211204160,17NB044314,2-2-2019,3-2-2019,133,141,8
211204170,17NB028336,2-2-2019,3-2-2019,162,175,13
211204171,ED-18-15-10130,2-2-2019,3-2-2019,9,29,20
211204180,6084285,2-2-2019,3-2-2019,701,710,9
211204190,ED-18-15-10266,2-2-2019,3-2-2019,3,7,4
211204200,17NB041358,2-2-2019,3-2-2019,167,178,11
211204210,ED-18-15-10128,2-2-2019,3-2-2019,8,25,17
211204250,15091353,2-2-2019,3-2-2019,485,498,13
211204260,ED-18-15-09515,2-2-2019,3-2-2019,2,8,6
211204270,600514,2-2-2019,3-2-2019,529,539,10
211204271,150202711,2-2-2019,3-2-2019,635,643,8
211204300,17NB042852,2-2-2019,3-2-2019,179,194,15
211204371,140106542,2-2-2019,3-2-2019,478,485,7
211204372,140106374,2-2-2019,3-2-2019,630,636,6
211204376,17NB041349,2-2-2019,3-2-2019,89,94,5
211204380,17NB033924,2-2-2019,3-2-2019,244,254,10
211204430,ED-18-15-10275,2-2-2019,3-2-2019,8,22,14
211204440,17NB041350,2-2-2019,3-2-2019,307,329,22
211204450,8721,2-2-2019,3-2-2019,365,375,10
211204460,17NB041354,2-2-2019,3-2-2019,325,359,34
211204461,ED-18-15-10290,2-2-2019,3-2-2019,8,21,13
211204490,51605,2-2-2019,3-2-2019,1338,1359,21
211204514,ED-18-15-09512,2-2-2019,3-2-2019,4,14,10
211204520,17NB041351,2-2-2019,3-2-2019,170,180,10
211204550,17NB041357,2-2-2019,3-2-2019,210,224,14
211204560,ED-18-15-09510,2-2-2019,3-2-2019,3,10,7
211204561,ED-18-15-09564,2-2-2019,3-2-2019,3,10,7
211204564,17NB041355,2-2-2019,3-2-2019,190,207,17
211204570,17NB041352,2-2-2019,3-2-2019,159,170,11
211204571,17NB044012,2-2-2019,3-2-2019,143,152,9
211204580,17NB041356,2-2-2019,3-2-2019,282,296,14
211204590,17NB044310,2-2-2019,3-2-2019,161,168,7
211204600,ED-18-15-09557,2-2-2019,3-2-2019,6,21,15
211204601,1101820,2-2-2019,3-2-2019,733,748,15
211204602,17NB044311,2-2-2019,3-2-2019,178,191,13
211204650,17NB044313,2-2-2019,3-2-2019,351,376,25
211204700,ED-18-15-09561,2-2-2019,3-2-2019,7,22,15
211204730,ED-18-15-10274,2-2-2019,3-2-2019,10,31,21
211204740,17NB044318,2-2-2019,3-2-2019,209,224,15
211204750,ED-18-15-10267,2-2-2019,3-2-2019,6,18,12
211204780,ED-18-15-10361,2-2-2019,3-2-2019,7,16,9
211204790,ED-18-15-09469,2-2-2019,3-2-2019,3,12,9
211204840,1018,2-2-2019,3-2-2019,1125,1131,6
211204850,101020956,2-2-2019,3-2-2019,862,873,11
211204860,990612110,2-2-2019,3-2-2019,85,91,6
211204861,60405195,2-2-2019,3-2-2019,149,159,10
211204871,ED-18-15-09780,2-2-2019,3-2-2019,4,14,10
211204880,021-01-488,2-2-2019,3-2-2019,141,152,11
211204920,1000033,2-2-2019,3-2-2019,939,948,9
211204950,150903299,2-2-2019,3-2-2019,779,799,20
211204970,402360,2-2-2019,3-2-2019,1060,1080,20
211204990,1778,2-2-2019,3-2-2019,769,776,7
211205040,17NB044448,2-2-2019,3-2-2019,154,162,8
211205070,70905954,2-2-2019,3-2-2019,34,53,19
211205080,17NB044446,2-2-2019,3-2-2019,100,106,6
211205090,160761242,2-2-2019,3-2-2019,327,344,17
211205100,307,2-2-2019,3-2-2019,1554,1578,24
211205110,17NB033923,2-2-2019,3-2-2019,424,447,23
211205120,17NB044443,2-2-2019,3-2-2019,125,139,14
211205170,17NB044442,2-2-2019,3-2-2019,271,291,20
211205180,17NB033921,2-2-2019,3-2-2019,586,610,24
211205220,912024,2-2-2019,3-2-2019,168,182,14
211205230,290,2-2-2019,3-2-2019,825,829,4
211205260,80801875,2-2-2019,3-2-2019,1087,1103,16
211205270,931,2-2-2019,3-2-2019,732,741,9
211205290,99,2-2-2019,3-2-2019,388,407,19
211205300,17NB033929,2-2-2019,3-2-2019,506,540,34
211205310,17NB044445,2-2-2019,3-2-2019,118,127,9
211205340,1920,2-2-2019,3-2-2019,883,893,10
211205370,17NB044440,2-2-2019,3-2-2019,289,311,22
211205380,ED-18-15-09567,2-2-2019,3-2-2019,5,13,8
211205390,17NB033925,2-2-2019,3-2-2019,262,283,21
211205400,ED-18-15-09856,2-2-2019,3-2-2019,4,14,10
211205420,1112079,2-2-2019,3-2-2019,987,1007,20
211205440,17NB044011,2-2-2019,3-2-2019,60,62,2
211205450,17NB044010,2-2-2019,3-2-2019,115,124,9
211205460,1309,2-2-2019,3-2-2019,1582,1599,17
211205480,17NB044439,2-2-2019,3-2-2019,263,286,23
211205490,87058801,2-2-2019,3-2-2019,1455,1466,11
211205510,17NB044018,2-2-2019,3-2-2019,350,365,15
211205530,17NB044014,2-2-2019,3-2-2019,271,289,18
211205540,1002725,2-2-2019,3-2-2019,465,470,5
211205550,ED-18-15-10424,2-2-2019,3-2-2019,6,19,13
211205560,17NB044013,2-2-2019,3-2-2019,264,279,15
211205580,ED-18-15-09565,2-2-2019,3-2-2019,5,14,9
211205600,608,2-2-2019,3-2-2019,1066,1073,7
211205640,17NB044017,2-2-2019,3-2-2019,159,171,12
211205661,ED-18-15-09563,2-2-2019,3-2-2019,4,12,8
211205690,1202,2-2-2019,3-2-2019,925,938,13
211205720,ED-18-15-09859,2-2-2019,3-2-2019,1,3,2
211205730,17NB044016,2-2-2019,3-2-2019,155,174,19
211205740,ED-18-15-10281,2-2-2019,3-2-2019,5,21,16
211205770,ED-18-15-09603,2-2-2019,3-2-2019,3,11,8
211205780,915,2-2-2019,3-2-2019,605,616,11
211205790,17NB033927,2-2-2019,3-2-2019,365,390,25
211205800,17NB044015,2-2-2019,3-2-2019,267,295,28
211205820,ED-18-15-09865,2-2-2019,3-2-2019,6,21,15
211205830,7300349,2-2-2019,3-2-2019,1279,1286,7
211205840,17NB0044012,2-2-2019,3-2-2019,86,91,5
211205870,70903620,2-2-2019,3-2-2019,56,74,18
211205890,150202716,2-2-2019,3-2-2019,84,84,0
211205900,20301860,2-2-2019,3-2-2019,5,15,10
211206010,ED-18-15-09784,2-2-2019,3-2-2019,2,8,6
211206080,17NB042850,2-2-2019,3-2-2019,117,125,8
211206170,19601873,2-2-2019,3-2-2019,401,407,6
211206180,17NB044837,2-2-2019,3-2-2019,157,164,7
211206210,ED-18-15-09524,2-2-2019,3-2-2019,5,20,15
211206240,17NB042849,2-2-2019,3-2-2019,323,340,17
211206260,17NB044835,2-2-2019,3-2-2019,242,256,14
211206290,150913709,2-2-2019,3-2-2019,620,636,16
211206300,17NB044838,2-2-2019,3-2-2019,124,131,7
211206330,ED-18-15-09813,2-2-2019,3-2-2019,3,11,8
211206340,17NB044834,2-2-2019,3-2-2019,189,196,7
211206350,17NB044836,2-2-2019,3-2-2019,153,164,11
211206380,1106031,2-2-2019,3-2-2019,3,10,7
211206390,031941-18,2-2-2019,3-2-2019,35,39,4
211206400,ED-18-15-09783,2-2-2019,3-2-2019,3,11,8
211206410,17NB044830,2-2-2019,3-2-2019,170,187,17
211206420,17NB044832,2-2-2019,3-2-2019,154,171,17
211206430,ED-18-15-10386,2-2-2019,3-2-2019,6,16,10
211206440,17NB044833,2-2-2019,3-2-2019,204,217,13
211206470,812206,2-2-2019,3-2-2019,829,836,7
211206480,17NB044029,2-2-2019,3-2-2019,217,231,14
211206510,ED-18-15-10123,2-2-2019,3-2-2019,5,16,11
211206511,80801998,2-2-2019,3-2-2019,552,559,7
211206513,17NB044831,2-2-2019,3-2-2019,356,386,30
211206520,17NB043412,2-2-2019,3-2-2019,158,167,9
211206530,140105069,2-2-2019,3-2-2019,582,590,8
211206540,ED-18-15-10268,2-2-2019,3-2-2019,5,14,9
211206550,ED-18-15-10134,2-2-2019,3-2-2019,5,15,10
211206560,17NB043409,2-2-2019,3-2-2019,140,150,10
211206570,17NB043417,2-2-2019,3-2-2019,42,44,2
211206590,17NB043415,2-2-2019,3-2-2019,220,237,17
211206600,22544,2-2-2019,3-2-2019,285,292,7
211206610,17NB043413,2-2-2019,3-2-2019,200,214,14
211206620,17NB043418,2-2-2019,3-2-2019,132,141,9
211206630,160651236,2-2-2019,3-2-2019,329,338,9
211206631,100416536,2-2-2019,3-2-2019,297,309,12
211206660,17NB043416,2-2-2019,3-2-2019,213,237,24
211206670,ED-18-15-10014,2-2-2019,3-2-2019,10,37,27
211206680,17NB043411,2-2-2019,3-2-2019,224,238,14
211206700,17NB044391,2-2-2019,3-2-2019,195,212,17
211206720,ED-18-15-10135,2-2-2019,3-2-2019,0,3,3
211206740,140106486,2-2-2019,3-2-2019,945,967,22
211206744,17NB043414,2-2-2019,3-2-2019,86,91,5
211206750,18NB049281,2-2-2019,3-2-2019,84,93,9
211206751,ED-18-15-09820,2-2-2019,3-2-2019,6,21,15
211206770,17NB044390,2-2-2019,3-2-2019,153,161,8
211206780,ED-18-15-09816,2-2-2019,3-2-2019,5,13,8
211206781,ED-18-15-09923,2-2-2019,3-2-2019,3,5,2
211206790,2011-1101906,2-2-2019,3-2-2019,725,737,12
211206810,101023840,2-2-2019,3-2-2019,1285,1299,14
211206820,17NB044393,2-2-2019,3-2-2019,164,182,18
211206831,160650451,2-2-2019,3-2-2019,191,196,5
211206840,1106067,2-2-2019,3-2-2019,1600,1610,10
211206851,17NB044389,2-2-2019,3-2-2019,196,207,11
211206860,101501208,2-2-2019,3-2-2019,489,507,18
211206863,17NB044398,2-2-2019,3-2-2019,74,78,4
211206870,17NB044396,2-2-2019,3-2-2019,235,258,23
211206871,ED-18-15-10390,2-2-2019,3-2-2019,4,10,6
211206880,ED-18-15-09822,2-2-2019,3-2-2019,1,3,2
211206881,ED-18-15-09811,2-2-2019,3-2-2019,5,16,11
211206882,ED-18-15-09808,2-2-2019,3-2-2019,2,9,7
211206883,ED-18-15-09812,2-2-2019,3-2-2019,3,11,8
211206940,ED-18-15-09821,2-2-2019,3-2-2019,6,20,14
211207030,2142,2-2-2019,3-2-2019,400,409,9
211207050,80801966,2-2-2019,3-2-2019,1134,1145,11
211207060,80801927,2-2-2019,3-2-2019,967,978,11
211207081,140105011,2-2-2019,3-2-2019,744,754,10
211207100,600105,2-2-2019,3-2-2019,789,801,12
211207110,ED-18-15-10393,2-2-2019,3-2-2019,6,18,12
211207120,ED-18-15-09518,2-2-2019,3-2-2019,9,32,23
211207130,4252701,2-2-2019,3-2-2019,249,264,15
211207150,80378796,2-2-2019,3-2-2019,853,858,5
211207170,10726008,2-2-2019,3-2-2019,654,660,6
211207180,150904633,2-2-2019,3-2-2019,519,532,13
211207190,703019892,2-2-2019,3-2-2019,1524,1537,13
211207240,150913673,2-2-2019,3-2-2019,462,483,21
211207250,ED-18-15-10359,2-2-2019,3-2-2019,6,17,11
211207260,ED-18-15-10475,2-2-2019,3-2-2019,5,14,9
211207270,17NB033899,2-2-2019,3-2-2019,198,208,10
211207280,101023640,2-2-2019,3-2-2019,857,862,5
211207290,17NB043955,2-2-2019,3-2-2019,264,292,28
211207310,ED-18-15-09925,2-2-2019,3-2-2019,10,29,19
211207320,1509046,2-2-2019,3-2-2019,575,584,9
211207360,150200553,2-2-2019,3-2-2019,470,483,13
211207370,1739,2-2-2019,3-2-2019,79,84,5
211207380,ED-18-15-10394,2-2-2019,3-2-2019,4,13,9
211207390,100418790,2-2-2019,3-2-2019,1117,1197,80
211207400,100313057,2-2-2019,3-2-2019,1004,1013,9
211207410,ED-18-15-09562,2-2-2019,3-2-2019,1290,1294,4
211207420,1108072,2-2-2019,3-2-2019,754,761,7
211207430,17NB044315,2-2-2019,3-2-2019,208,220,12
211207440,45846,2-2-2019,3-2-2019,657,669,12
211207450,1956,2-2-2019,3-2-2019,1225,1234,9
211207470,100418560,2-2-2019,3-2-2019,805,810,5
211207500,ED-18-15-09522,2-2-2019,3-2-2019,4,14,10
211207510,ED-18-15-09552,2-2-2019,3-2-2019,4,13,9
211207520,17nb044223,2-2-2019,3-2-2019,89,103,14
211207530,ED-18-15-09862,2-2-2019,3-2-2019,6,20,14
211207550,ED-18-15-10121,2-2-2019,3-2-2019,9,32,23
211207580,ED-18-15-09556,2-2-2019,3-2-2019,5,19,14
211207590,101023505,2-2-2019,3-2-2019,700,708,8
211207610,101021934,2-2-2019,3-2-2019,672,682,10
211207630,1102002,2-2-2019,3-2-2019,4,15,11
211207650,80801972,2-2-2019,3-2-2019,1604,1620,16
211207680,ED-18-15-10425,2-2-2019,3-2-2019,4,14,10
211207681,ED-18-15-10129,2-2-2019,3-2-2019,11,31,20
211207701,1166,2-2-2019,3-2-2019,957,969,12
211207702,ED-18-15-10013,2-2-2019,3-2-2019,3,9,6
211207703,ED-18-15-09520,2-2-2019,3-2-2019,4,12,8
211207704,ED-18-15-10284,2-2-2019,3-2-2019,11,34,23
211207705,11-01171,2-2-2019,3-2-2019,1440,1453,13
211207706,150903295,2-2-2019,3-2-2019,419,429,10
211207707,17NB044316,2-2-2019,3-2-2019,206,215,9
211207708,ED-18-15-09511,2-2-2019,3-2-2019,3,10,7
211207710,2341,2-2-2019,3-2-2019,627,634,7
211207711,ED-18-15-09508,2-2-2019,3-2-2019,3,11,8
211207712,ED-18-15-10203,2-2-2019,3-2-2019,7,20,13
211207713,140106377,2-2-2019,3-2-2019,713,724,11
211207714,ED-18-15-09779,2-2-2019,3-2-2019,6,15,9
211207715,17NB043486,2-2-2019,3-2-2019,45,48,3
211207716,1102609,2-2-2019,3-2-2019,584,589,5
211207717,ED-18-15-09507,2-2-2019,3-2-2019,7,18,11
211207718,1101604,2-2-2019,3-2-2019,782,790,8
211207719,150202892,2-2-2019,3-2-2019,428,441,13
211207720,1002744,2-2-2019,3-2-2019,1036,1060,24
211207721,ED-18-15-09665,2-2-2019,3-2-2019,5,19,14
211207722,ED-18-15-09506,2-2-2019,3-2-2019,7,20,13
211207724,1101767,2-2-2019,3-2-2019,425,433,8
211207725,1101053,2-2-2019,3-2-2019,637,640,3
211207726,17NB044309,2-2-2019,3-2-2019,316,339,23
211207727,1001652,2-2-2019,3-2-2019,888,896,8
211207729,17NB043410,2-2-2019,3-2-2019,421,443,22
211207730,1002512,2-2-2019,3-2-2019,873,893,20
211207732,ED-18-15-09705,2-2-2019,3-2-2019,13,42,29
211207733,1101606,2-2-2019,3-2-2019,795,809,14
211207734,1102541,2-2-2019,3-2-2019,654,661,7
211207735,1102468,2-2-2019,3-2-2019,524,529,5
211207738,1101998,2-2-2019,3-2-2019,1121,1126,5
211207739,ED-18-15-10122,2-2-2019,3-2-2019,2,7,5
211207740,1000081,2-2-2019,3-2-2019,714,725,11
211207742,49995,2-2-2019,3-2-2019,481,488,7
211207743,45156,2-2-2019,3-2-2019,930,943,13
211207744,ED-18-15-10392,2-2-2019,3-2-2019,7,16,9
211207745,14253,2-2-2019,3-2-2019,545,552,7
211207746,ED-18-15-10419,2-2-2019,3-2-2019,3,8,5
211207747,153,2-2-2019,3-2-2019,644,663,19
211207750,130325097,2-2-2019,3-2-2019,17,24,7
211207751,2491,2-2-2019,3-2-2019,505,514,9
211207753,ED-18-15-10467,2-2-2019,3-2-2019,12,38,26
211207755,61262,2-2-2019,3-2-2019,441,446,5
211207756,6481616,2-2-2019,3-2-2019,502,511,9
211207757,1370,2-2-2019,3-2-2019,670,685,15
211207758,2644,2-2-2019,3-2-2019,504,511,7
211207759,715,2-2-2019,3-2-2019,841,852,11
211207760,1412,2-2-2019,3-2-2019,614,624,10
211207761,2040,2-2-2019,3-2-2019,532,545,13
211207764,17NB044397,2-2-2019,3-2-2019,88,92,4
211207765,1116,2-2-2019,3-2-2019,22,32,10
211207766,2028,2-2-2019,3-2-2019,338,355,17
211207767,402085,2-2-2019,3-2-2019,451,460,9
211207769,ED-18-15-09517,2-2-2019,3-2-2019,3,11,8
211207770,3538,2-2-2019,3-2-2019,468,474,6
211207771,604097,2-2-2019,3-2-2019,316,322,6
211207772,601729,2-2-2019,3-2-2019,568,591,23
211207773,603134,2-2-2019,3-2-2019,437,450,13
211207774,283,2-2-2019,3-2-2019,903,915,12
211207776,604623,2-2-2019,3-2-2019,659,671,12
211207777,604669,2-2-2019,3-2-2019,683,699,16
211207778,160131495,2-2-2019,3-2-2019,579,593,14
211207782,140106521,2-2-2019,3-2-2019,421,438,17
211207783,140107018,2-2-2019,3-2-2019,644,666,22
211207784,140107016,2-2-2019,3-2-2019,687,693,6
211207786,140109751,2-2-2019,3-2-2019,12,40,28
211207787,140106331,2-2-2019,3-2-2019,434,451,17
211207788,150202852,2-2-2019,3-2-2019,655,669,14
211207789,140812215,2-2-2019,3-2-2019,546,562,16
211207790,150202870,2-2-2019,3-2-2019,674,683,9
211207791,150202887,2-2-2019,3-2-2019,208,214,6
211207792,592,2-2-2019,3-2-2019,287,297,10
211207793,3255,2-2-2019,3-2-2019,286,286,0
211207794,1343,2-2-2019,3-2-2019,649,730,81
211207795,3030,2-2-2019,3-2-2019,375,385,10
211207796,4148,2-2-2019,3-2-2019,391,398,7
211207797,15093492,2-2-2019,3-2-2019,512,517,5
211207799,150934987,2-2-2019,3-2-2019,493,504,11
211207800,150934985,2-2-2019,3-2-2019,322,333,11
211207801,7559,2-2-2019,3-2-2019,424,433,9
211207802,90271261,2-2-2019,3-2-2019,44,69,25
211207803,150904767,2-2-2019,3-2-2019,372,377,5
211207804,2774,2-2-2019,3-2-2019,328,336,8
211207805,150904766,2-2-2019,3-2-2019,305,312,7
211207806,150904634,2-2-2019,3-2-2019,381,390,9
211207807,150903477,2-2-2019,3-2-2019,211,219,8
211207809,150904576,2-2-2019,3-2-2019,355,364,9
211207810,60761246,2-2-2019,3-2-2019,178,187,9
211207811,150913710,2-2-2019,3-2-2019,401,411,10
211207812,150903262,2-2-2019,3-2-2019,477,487,10
211207813,15903493,2-2-2019,3-2-2019,416,425,9
211207814,150913741,2-2-2019,3-2-2019,612,625,13
211207815,150913355,2-2-2019,3-2-2019,368,383,15
211207816,150913443,2-2-2019,3-2-2019,348,358,10
211207817,160132823,2-2-2019,3-2-2019,342,347,5
211207818,ED-18-15-10417,2-2-2019,3-2-2019,6,16,10
211207819,127,2-2-2019,3-2-2019,453,459,6
211207820,6070471,2-2-2019,3-2-2019,784,786,2
211207822,160870329,2-2-2019,3-2-2019,678,711,33
211207825,160541451,2-2-2019,3-2-2019,452,469,17
211207826,160541480,2-2-2019,3-2-2019,515,531,16
211207828,160133798,2-2-2019,3-2-2019,211,213,2
211207829,160133862,2-2-2019,3-2-2019,372,381,9
211207830,160133898,2-2-2019,3-2-2019,279,287,8
211207831,2512,2-2-2019,3-2-2019,478,480,2
211207834,ED-18-15-09545,2-2-2019,3-2-2019,16,48,32
211207835,160541481,2-2-2019,3-2-2019,223,230,7
211207837,160540635,2-2-2019,3-2-2019,374,383,9
211207838,160540660,2-2-2019,3-2-2019,338,350,12
211207839,160133831,2-2-2019,3-2-2019,103,121,18
211207840,160136204,2-2-2019,3-2-2019,139,157,18
211207842,160651701,2-2-2019,3-2-2019,349,361,12
211207844,160651705,2-2-2019,3-2-2019,262,272,10
211207845,160134023,2-2-2019,3-2-2019,286,295,9
211207846,160134024,2-2-2019,3-2-2019,432,447,15
211207847,160134069,2-2-2019,3-2-2019,167,174,7
211207848,160651799,2-2-2019,3-2-2019,216,229,13
211207850,160651234,2-2-2019,3-2-2019,254,259,5
211207851,160131500,2-2-2019,3-2-2019,436,453,17
211207852,160131498,2-2-2019,3-2-2019,241,246,5
211207853,160651231,2-2-2019,3-2-2019,187,194,7
211207854,160761208,2-2-2019,3-2-2019,158,162,4
211207856,160870362,2-2-2019,3-2-2019,147,149,2
211207857,160870361,2-2-2019,3-2-2019,167,172,5
211207858,160870371,2-2-2019,3-2-2019,245,259,14
211207860,160651703,2-2-2019,3-2-2019,171,178,7
211207861,50093,2-2-2019,3-2-2019,682,690,8
211207862,17NB024245,2-2-2019,3-2-2019,177,183,6
211207864,17NB044087,2-2-2019,3-2-2019,235,249,14
211207865,1672575,2-2-2019,3-2-2019,719,726,7
211207869,1470,2-2-2019,3-2-2019,491,510,19
211207870,160134072,2-2-2019,3-2-2019,219,224,5
211207871,17NB027509,2-2-2019,3-2-2019,148,155,7
211207872,140107929,2-2-2019,3-2-2019,672,682,10
211207873,170381646,2-2-2019,3-2-2019,206,217,11
211207874,170381905,2-2-2019,3-2-2019,218,226,8
211207875,170381678,2-2-2019,3-2-2019,78,84,6
211207876,170381628,2-2-2019,3-2-2019,464,483,19
211207877,17NB036338,2-2-2019,3-2-2019,182,189,7
211207878,170381659,2-2-2019,3-2-2019,167,175,8
211207880,17NB027902,2-2-2019,3-2-2019,229,245,16
211207881,17NB027910,2-2-2019,3-2-2019,97,98,1
211207882,17NB029739,2-2-2019,3-2-2019,161,172,11
211207883,ED-18-15-09778,2-2-2019,3-2-2019,5,15,10
211207884,17nb044219,2-2-2019,3-2-2019,188,204,16
211207885,17NB044808,2-2-2019,3-2-2019,117,122,5
211207887,17NB040295,2-2-2019,3-2-2019,198,207,9
211207890,17NB043382,2-2-2019,3-2-2019,47,49,2
211207891,17NB040289,2-2-2019,3-2-2019,59,64,5
211207892,17NB045490,2-2-2019,3-2-2019,164,174,10
211207893,17NB045496,2-2-2019,3-2-2019,133,140,7
211207894,17NB045019,2-2-2019,3-2-2019,253,289,36
211207895,17NB045083,2-2-2019,3-2-2019,148,158,10
211207897,17NB045291,2-2-2019,3-2-2019,132,141,9
211207898,17NB045025,2-2-2019,3-2-2019,69,74,5
211207900,17NB04425,2-2-2019,3-2-2019,68,73,5
211207901,17NB045084,2-2-2019,3-2-2019,108,116,8
211207902,17NB041802,2-2-2019,3-2-2019,136,145,9
211207903,17NB042488,2-2-2019,3-2-2019,900,981,81
211207904,17NB044409,2-2-2019,3-2-2019,55,60,5
211207905,01224-OLD,2-2-2019,3-2-2019,1492,1504,12
211207906,160136208,2-2-2019,3-2-2019,132,139,7
211207907,508175-OLD,2-2-2019,3-2-2019,689,698,9
211207908,31107670,2-2-2019,3-2-2019,821,832,11
