SysNo,ReceiptType,ReceiptNo,AcctNo,BillNo,PymtDate,PymtMethod,Cash,CheckAmt,CheckNo,BankID,Branch,ReceiptStatus,Teller,BankSource
211432,4,1571189,111207220,10264551,1-16-2019,0,1017.5,0,               ,,               ,1,WIN,0
211471,4,1571228,111207743,10264542,1-16-2019,0,2941.36,0,               ,,               ,1,WIN,0
211349,4,1571107,111207745,10264343,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211483,4,1571240,111207734,10264477,1-16-2019,0,430,0,               ,,               ,1,WIN,0
211431,4,1571188,111207721,10264450,1-16-2019,0,651.88,0,               ,,               ,1,WIN,0
211395,4,1571152,111207722,10264455,1-16-2019,0,434.72,0,               ,,               ,1,WIN,0
211480,4,1571237,111207723,10264537,1-16-2019,0,1103.6,0,               ,,               ,1,WIN,0
211459,4,1571216,111207711,10264282,1-16-2019,0,2081.62,0,               ,,               ,1,WIN,0
211467,4,1571224,111207715,10264417,1-16-2019,0,597.22,0,               ,,               ,1,WIN,0
211424,4,1571181,115200220,10264232,1-16-2019,0,1265.32,0,               ,,               ,1,WIN,0
211352,4,1571110,115200280,10264237,1-16-2019,0,1194.44,0,               ,,               ,1,WIN,0
211441,4,1571198,113205810,10264493,1-16-2019,0,367.5,0,               ,,               ,1,WIN,0
211380,4,1571137,113205980,10264503,1-16-2019,0,367.5,0,               ,,               ,1,WIN,0
211381,4,1571138,113206000,10264504,1-16-2019,0,367.5,0,               ,,               ,1,WIN,0
211435,4,1571192,113203100,10264397,1-16-2019,0,600,0,               ,,               ,1,WIN,0
211449,4,1571206,113205350,10264478,1-16-2019,0,367.5,0,               ,,               ,1,WIN,0
211379,4,1571136,113200190,10264229,1-16-2019,0,430,0,               ,,               ,1,WIN,0
211433,4,1571190,211200230,10264572,1-16-2019,0,500.03,0,               ,,               ,1,WIN,0
211423,4,1571180,115205740,10264488,1-16-2019,0,420,0,               ,,               ,1,WIN,0
211393,4,1571150,126203330,10264399,1-16-2019,0,367.5,0,               ,,               ,1,WIN,0
211408,4,1571165,211200800,10264605,1-16-2019,0,238.09,0,               ,,               ,1,WIN,0
211470,4,1571227,211202080,10264683,1-16-2019,0,561.78,0,               ,,               ,1,WIN,0
211485,4,1571242,211204200,10264857,1-16-2019,0,434.72,0,               ,,               ,1,WIN,0
211443,4,1571200,211204751,10264950,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211451,4,1571208,211207500,10265066,1-16-2019,0,294.27,0,               ,,               ,1,WIN,0
211385,4,1571142,211205540,10265006,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211457,4,1571214,211205890,10265035,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211430,4,1571187,211206670,10265117,1-16-2019,0,1103.6,0,               ,,               ,1,WIN,0
211429,4,1571186,211206680,10265120,1-16-2019,0,294.27,0,               ,,               ,1,WIN,0
211417,4,1571174,211206520,10265083,1-16-2019,0,408.5,0,               ,,               ,1,WIN,0
211361,4,1571119,211207831,10265102,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211492,4,1571249,211207848,10265078,1-16-2019,0,220,0,               ,,               ,1,WIN,0
211444,4,1571201,211207840,10264869,1-16-2019,0,378.54,0,               ,,               ,1,WIN,0
211447,4,1571204,211207875,10264909,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211442,4,1571199,211207925,10264951,1-16-2019,0,315,0,               ,,               ,1,WIN,0
211399,4,1571156,211207922,10265119,1-16-2019,0,561.78,0,               ,,               ,1,WIN,0
211456,4,1571213,213200630,10264599,1-16-2019,0,1554.24,0,               ,,               ,1,WIN,0
211373,4,1571130,311200200,10265177,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211376,4,1571133,311200330,10265187,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211490,4,1571247,311200290,10265183,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211475,4,1571232,311200220,10265179,1-16-2019,0,573.12,0,               ,,               ,1,WIN,0
211357,4,1571115,311200260,10265182,1-16-2019,0,434.72,0,               ,,               ,1,WIN,0
211372,4,1571129,311200510,10265200,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211472,4,1571229,311200740,10265216,1-16-2019,0,561.78,0,               ,,               ,1,WIN,0
211371,4,1571128,311200761,10265193,1-16-2019,0,350.45,0,               ,,               ,1,WIN,0
211363,4,0.01571121,311200762,10265220,1-16-2019,0,406.63,0,               ,,               ,2,WIN,0
211465,4,1571222,311201530,10265254,1-16-2019,0,406.63,0,               ,,               ,1,WIN,0
211364,4,1571121,311200762,10265220,1-16-2019,0,406.63,0,               ,,               ,1,WIN,0
211473,4,1571230,311200763,10265218,1-16-2019,0,1054.88,0,               ,,               ,1,WIN,0
211368,4,1571125,311202080,10265267,1-16-2019,0,434.72,0,               ,,               ,1,WIN,0
211400,4,1571157,311202880,10265343,1-16-2019,0,969.65,0,               ,,               ,1,WIN,0
211488,4,1571245,311203150,10265373,1-16-2019,0,315,0,               ,,               ,1,WIN,0
211484,4,1571241,311203290,10265384,1-16-2019,0,1275.8,0,               ,,               ,1,WIN,0
211367,4,1571124,311203420,10265402,1-16-2019,0,406.63,0,               ,,               ,1,WIN,0
211419,4,1571176,311203430,10265404,1-16-2019,0,1855.4,0,               ,,               ,1,WIN,0
211398,4,1571155,311203540,10265394,1-16-2019,0,526.34,0,               ,,               ,1,WIN,0
211454,4,1571211,311203600,10265475,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211355,4,1571113,311203510,10265398,1-16-2019,0,561.78,0,               ,,               ,1,WIN,0
211378,4,1571135,311203740,10265365,1-16-2019,0,294.27,0,               ,,               ,1,WIN,0
211356,4,1571114,311203950,10265432,1-16-2019,0,430,0,               ,,               ,1,WIN,0
211387,4,1571144,311204740,10265443,1-16-2019,0,1077.74,0,               ,,               ,1,WIN,0
211453,4,1571210,314205580,10265476,1-16-2019,0,2493.8,0,               ,,               ,1,WIN,0
211397,4,1571154,311204960,10265553,1-16-2019,0,266.18,0,               ,,               ,1,WIN,0
211448,4,1571205,411202260,10265710,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211366,4,1571123,411201220,10266115,1-16-2019,0,266.18,0,               ,,               ,1,WIN,0
211460,4,1571217,411200820,10265639,1-16-2019,0,386.3,0,               ,,               ,1,WIN,0
211416,4,1571173,411200393,10265892,1-16-2019,0,650,0,               ,,               ,1,WIN,0
211455,4,1571212,314205675,10266615,1-16-2019,0,462.81,0,               ,,               ,1,WIN,0
211420,4,1571177,314205704,10265403,1-16-2019,0,2288.19,0,               ,,               ,1,WIN,0
211374,4,1571131,314205693,10265460,1-16-2019,0,487.54,0,               ,,               ,1,WIN,0
211466,4,1571223,411203200,10265728,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211437,4,1571194,411203180,10265775,1-16-2019,0,266.18,0,               ,,               ,1,WIN,0
211462,4,1571219,411204591,10266042,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211413,4,1571170,411204300,10265952,1-16-2019,0,597.22,0,               ,,               ,1,WIN,0
211409,4,1571166,411203955,10265926,1-16-2019,0,561.78,0,               ,,               ,1,WIN,0
211354,4,1571112,411204880,10266065,1-16-2019,0,766.39,0,               ,,               ,1,WIN,0
211386,4,1571143,411205220,10266093,1-16-2019,0,486.18,0,               ,,               ,1,WIN,0
211375,4,1571132,411205500,10266113,1-16-2019,0,406.63,0,               ,,               ,1,WIN,0
211392,4,1571149,411205654,10266561,1-16-2019,0,350.45,0,               ,,               ,1,WIN,0
211394,4,1571151,411205610,10265635,1-16-2019,0,490.9,0,               ,,               ,1,WIN,0
211383,4,1571140,411206400,10265896,1-16-2019,0,266.18,0,               ,,               ,1,WIN,0
211358,4,1571116,411206596,10265859,1-16-2019,0,220,0,               ,,               ,1,WIN,0
211403,4,1571160,411206563,10266100,1-16-2019,0,279.56,0,               ,,               ,1,WIN,0
211404,4,1571161,411206618,10265981,1-16-2019,0,350.45,0,               ,,               ,1,WIN,0
211370,4,1571127,411206624,10265576,1-16-2019,0,488.85,0,               ,,               ,1,WIN,0
211391,4,1571148,411206632,10265998,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211411,4,1571168,511201260,10266212,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211450,4,1571207,511200090,10266122,1-16-2019,0,434.72,0,               ,,               ,1,WIN,0
211402,4,1571159,511200010,10266116,1-16-2019,0,1161.14,0,               ,,               ,1,WIN,0
211353,4,1571111,511205646,10266240,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211415,4,1571172,511205707,10266666,1-16-2019,0,378.54,0,               ,,               ,1,WIN,0
211384,4,1571141,511205360,10266260,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211486,4,1571243,511205170,10266577,1-16-2019,0,226.19,0,               ,,               ,1,WIN,0
211418,4,1571175,511205624,10266215,1-16-2019,0,294.27,0,               ,,               ,1,WIN,0
211482,4,1571239,511205614,10266433,1-16-2019,0,350.45,0,               ,,               ,1,WIN,0
211390,4,1571147,511205629,10266160,1-16-2019,0,831.27,0,               ,,               ,1,WIN,0
211351,4,1571109,511204090,10266655,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211446,4,1571203,511204110,10266656,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211458,4,1571215,511204810,10266698,1-16-2019,0,294.27,0,               ,,               ,1,WIN,0
211410,4,1571167,511204900,10266679,1-16-2019,0,199.5,0,               ,,               ,1,WIN,0
211414,4,1571171,511205896,10266626,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211421,4,1571178,511205850,10266703,1-16-2019,0,266.18,0,               ,,               ,1,WIN,0
211479,4,1571236,511205742,10266242,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211468,4,1571225,511205746,10266302,1-16-2019,0,890.12,0,               ,,               ,1,WIN,0
211487,4,1571244,511205791,10266584,1-16-2019,0,430,0,               ,,               ,1,WIN,0
211382,4,1571139,511205822,10266355,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211369,4,1571126,511205816,10266303,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211401,4,1571158,611202280,10266990,1-16-2019,0,900,0,               ,,               ,1,WIN,0
211350,4,1571108,611201750,10266910,1-16-2019,0,199.5,0,               ,,               ,1,WIN,0
211469,4,1571226,511205926,10266464,1-16-2019,0,322.36,0,               ,,               ,1,WIN,0
211489,4,1571246,511205915,10266578,1-16-2019,0,974.45,0,               ,,               ,1,WIN,0
211389,4,1571146,611202653,10266995,1-16-2019,0,210,0,               ,,               ,1,WIN,0
211412,4,1571169,611202583,10267010,1-16-2019,0,1757.95,0,               ,,               ,1,WIN,0
211476,4,1571233,611202558,10266889,1-16-2019,0,220,0,               ,,               ,1,WIN,0
211388,4,1571145,611202595,10266992,1-16-2019,0,526.34,0,               ,,               ,1,WIN,0
211439,4,1571196,611202599,10267013,1-16-2019,0,561.78,0,               ,,               ,1,WIN,0
211607,4,1571363,611202579,10266989,1-17-2019,0,350.45,0,               ,,               ,1,WIN,0
211604,4,1571360,611202506,10266787,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211576,4,1571332,611202655,10266825,1-17-2019,0,406.63,0,               ,,               ,1,WIN,0
211523,4,1571279,611202660,10266917,1-17-2019,0,294.27,0,               ,,               ,1,WIN,0
211569,4,1571325,511205939,10266308,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211634,4,1571390,611201090,10266769,1-17-2019,0,940.25,0,               ,,               ,1,WIN,0
211632,4,1571388,611201120,10266757,1-17-2019,0,1912.34,0,               ,,               ,1,WIN,0
211503,4,1571260,611201690,10266883,1-17-2019,0,650,0,               ,,               ,1,WIN,0
211589,4,1571345,611201620,10266903,1-17-2019,0,294.27,0,               ,,               ,1,WIN,0
211620,4,1571376,611202290,10266908,1-17-2019,0,199.5,0,               ,,               ,1,WIN,0
211641,4,1571397,611202090,10266548,1-17-2019,0,500,0,               ,,               ,1,WIN,0
211531,4,1571287,611202000,10266911,1-17-2019,0,430,0,               ,,               ,1,WIN,0
211512,4,1571268,511205817,10266295,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211619,4,1571375,511205814,10266291,1-17-2019,0,514.27,0,               ,,               ,1,WIN,0
211594,4,1571350,511205756,10266604,1-17-2019,0,1500,0,               ,,               ,1,WIN,0
211595,4,1571351,511205851,10266704,1-17-2019,0,490.9,0,               ,,               ,1,WIN,0
211563,4,1571319,511205869,10266150,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211638,4,1571394,511203840,10266622,1-17-2019,0,1146.65,0,               ,,               ,1,WIN,0
211644,4,1571400,511203531,10266592,1-17-2019,0,516.94,0,               ,,               ,1,WIN,0
211532,4,1571288,511201680,10266283,1-17-2019,0,837.7,0,               ,,               ,1,WIN,0
211630,4,1571386,511202110,10266463,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211582,4,1571338,511202191,10266470,1-17-2019,0,199.5,0,               ,,               ,1,WIN,0
211610,4,1571366,511202360,10266486,1-17-2019,0,350.45,0,               ,,               ,1,WIN,0
211585,4,1571341,511202840,10266516,1-17-2019,0,650,0,               ,,               ,1,WIN,0
211605,4,1571361,511204930,10266443,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211637,4,1571393,511205100,10265215,1-17-2019,0,199.5,0,               ,,               ,1,WIN,0
211581,4,1571337,411206692,10265692,1-17-2019,0,3038.8,0,               ,,               ,1,WIN,0
211557,4,1571313,411206702,10265777,1-17-2019,0,455.4,0,               ,,               ,1,WIN,0
211643,4,1571399,511200520,10266140,1-17-2019,0,378.54,0,               ,,               ,1,WIN,0
211602,4,1571358,511200500,10266139,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211542,4,1571298,411206654,10265885,1-17-2019,0,238.09,0,               ,,               ,1,WIN,0
211520,4,1571276,411206664,10265755,1-17-2019,0,199.5,0,               ,,               ,1,WIN,0
211588,4,1571344,411206687,10266038,1-17-2019,0,220,0,               ,,               ,1,WIN,0
211509,4,1571266,411206690,10266016,1-17-2019,0,155.3,0,               ,,               ,2,WIN,0
211510,5,1571266,411206690,10266016,1-17-2019,0,1055.3,0,               ,,               ,1,WIN,0
211579,4,1571335,411206566,10265838,1-17-2019,0,322.36,0,               ,,               ,1,WIN,0
211554,4,1571310,411205820,10266455,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211624,4,1571380,411206000,10265902,1-17-2019,0,430,0,               ,,               ,1,WIN,0
211541,4,1571297,411206010,10264974,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211526,4,1571282,411204671,10265970,1-17-2019,0,350.45,0,               ,,               ,1,WIN,0
211533,4,1571289,411204310,10265906,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211611,4,1571367,411203130,10264411,1-17-2019,0,292.83,0,               ,,               ,1,WIN,0
211625,4,1571381,411203150,10265772,1-17-2019,0,462.81,0,               ,,               ,1,WIN,0
211623,4,1571379,411203452,10265944,1-17-2019,0,561.78,0,               ,,               ,1,WIN,0
211616,4,1571372,314205701,10265405,1-17-2019,0,350.45,0,               ,,               ,1,WIN,0
211501,4,1571258,411200331,10265596,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211545,4,1571301,314205670,10265350,1-17-2019,0,597.22,0,               ,,               ,1,WIN,0
211642,4,1571398,314205666,10265461,1-17-2019,0,238.09,0,               ,,               ,1,WIN,0
211539,4,1571295,314205681,10265383,1-17-2019,0,9479.4,0,               ,,               ,1,WIN,0
211556,4,1571312,411200711,10265623,1-17-2019,0,737,0,               ,,               ,1,WIN,0
211596,4,1571352,411201240,10265657,1-17-2019,0,322.36,0,               ,,               ,1,WIN,0
211499,4,1571256,411201090,10265645,1-17-2019,0,526.34,0,               ,,               ,1,WIN,0
211626,4,1571382,411202090,10265696,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211629,4,1571385,411202130,10265704,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211518,4,1571274,314205560,10265434,1-17-2019,0,199.5,0,               ,,               ,1,WIN,0
211519,4,1571275,314205613,10265439,1-17-2019,0,266.18,0,               ,,               ,1,WIN,0
211498,4,1571255,311204780,10265540,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211534,4,1571290,311204860,10265547,1-17-2019,0,322.36,0,               ,,               ,1,WIN,0
211636,4,1571392,311204520,10265437,1-17-2019,0,332.93,0,               ,,               ,1,WIN,0
211575,4,1571331,311204070,10265495,1-17-2019,0,893.49,0,               ,,               ,1,WIN,0
211500,4,1571257,311204261,10265519,1-17-2019,0,462.81,0,               ,,               ,1,WIN,0
211521,4,1571277,311203810,10265487,1-17-2019,0,789.23,0,               ,,               ,1,WIN,0
211497,4,1571254,311203720,10265480,1-17-2019,0,406.63,0,               ,,               ,1,WIN,0
211587,4,1571343,311203460,10265399,1-17-2019,0,1275.8,0,               ,,               ,1,WIN,0
211538,4,1571294,311203404,10265382,1-17-2019,0,322.36,0,               ,,               ,1,WIN,0
211505,4,1571262,311203080,10265370,1-17-2019,0,597.22,0,               ,,               ,1,WIN,0
211506,4,1571263,311203070,10265371,1-17-2019,0,294.27,0,               ,,               ,1,WIN,0
211601,4,1571357,311202710,10265319,1-17-2019,0,378.54,0,               ,,               ,1,WIN,0
211522,4,1571278,311202100,10265295,1-17-2019,0,774.42,0,               ,,               ,1,WIN,0
211560,4,1571316,311202180,10265302,1-17-2019,0,668.1,0,               ,,               ,1,WIN,0
211535,4,1571291,311202230,10265304,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211566,4,1571322,311202030,10265290,1-17-2019,0,632.66,0,               ,,               ,1,WIN,0
211530,4,1571286,311200982,10265230,1-17-2019,0,434.72,0,               ,,               ,1,WIN,0
211600,4,1571356,311201380,10265246,1-17-2019,0,634.7,0,               ,,               ,1,WIN,0
211561,4,1571317,311201320,10265242,1-17-2019,0,2785.67,0,               ,,               ,1,WIN,0
211559,4,1571315,311200760,10265219,1-17-2019,0,199.5,0,               ,,               ,1,WIN,0
211550,4,1571306,311200670,10265210,1-17-2019,0,332.93,0,               ,,               ,1,WIN,0
211622,4,1571378,311200230,10265180,1-17-2019,0,774.42,0,               ,,               ,1,WIN,0
211517,4,1571273,311200190,10265287,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211546,4,1571302,211207877,10264937,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211584,4,1571340,211207874,10264629,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211548,4,1571304,211207857,10264918,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211572,4,1571328,211207858,10264926,1-17-2019,0,249.45,0,               ,,               ,1,WIN,0
211496,4,1571253,211207901,10264877,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211502,4,1571259,211207894,10264598,1-17-2019,0,2108.13,0,               ,,               ,1,WIN,0
211570,4,1571326,211207884,10264835,1-17-2019,0,434.72,0,               ,,               ,1,WIN,0
211529,4,1571285,211207842,10264647,1-17-2019,0,350.45,0,               ,,               ,1,WIN,0
211551,4,1571307,211207834,10264623,1-17-2019,0,2293.3,0,               ,,               ,1,WIN,0
211606,4,1571362,211207852,10264932,1-17-2019,0,430,0,               ,,               ,1,WIN,0
211574,4,1571330,211207817,10264838,1-17-2019,0,430,0,               ,,               ,1,WIN,0
211565,4,1571321,211207806,10264883,1-17-2019,0,458.09,0,               ,,               ,1,WIN,0
211608,4,1571364,211207801,10264888,1-17-2019,0,294.27,0,               ,,               ,1,WIN,0
211553,4,1571309,211207804,10264931,1-17-2019,0,322.36,0,               ,,               ,1,WIN,0
211578,4,1571334,211207805,10264929,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211537,4,1571293,211207780,10265381,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211536,4,1571292,211207787,10264823,1-17-2019,0,294.27,0,               ,,               ,1,WIN,0
211540,4,1571296,211206864,10265456,1-17-2019,0,294.27,0,               ,,               ,1,WIN,0
211639,4,1571395,211205820,10265029,1-17-2019,0,526.34,0,               ,,               ,1,WIN,0
211627,4,1571383,211205570,10265832,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211564,4,1571320,211205420,10265000,1-17-2019,0,350.45,0,               ,,               ,1,WIN,0
211614,4,1571370,211205770,10265024,1-17-2019,0,226.19,0,               ,,               ,1,WIN,0
211599,4,1571355,211205730,10265016,1-17-2019,0,406.63,0,               ,,               ,1,WIN,0
211493,4,1571250,211205580,10265012,1-17-2019,0,322.36,0,               ,,               ,1,WIN,0
211603,4,1571359,211207470,10264790,1-17-2019,0,200,0,               ,,               ,1,WIN,0
211508,4,1571265,211207520,10265084,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211635,4,1571391,211207170,10264766,1-17-2019,0,199.5,0,               ,,               ,1,WIN,0
211555,4,1571311,211207270,10264717,1-17-2019,0,430,0,               ,,               ,1,WIN,0
211617,4,1571373,211207685,10264403,1-17-2019,0,620.51,0,               ,,               ,1,WIN,0
211552,4,1571308,211207707,10264903,1-17-2019,0,615.25,0,               ,,               ,1,WIN,0
211511,4,1571267,211204740,10264953,1-17-2019,0,294.27,0,               ,,               ,1,WIN,0
211558,4,1571314,211205120,10264986,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211591,4,1571347,211205180,10264988,1-17-2019,0,974.45,0,               ,,               ,1,WIN,0
211618,4,1571374,211205100,10264984,1-17-2019,0,774.42,0,               ,,               ,1,WIN,0
211543,4,1571299,211205270,10264991,1-17-2019,0,266.18,0,               ,,               ,1,WIN,0
211568,4,1571324,211205300,10264656,1-17-2019,0,668.1,0,               ,,               ,1,WIN,0
211514,4,1571270,211204371,10264830,1-17-2019,0,220,0,               ,,               ,1,WIN,0
211544,4,1571300,211204520,10264844,1-17-2019,0,266.18,0,               ,,               ,1,WIN,0
211597,4,1571353,211204570,10264826,1-17-2019,0,294.27,0,               ,,               ,1,WIN,0
211612,4,1571368,211203230,10264741,1-17-2019,0,426,0,               ,,               ,1,WIN,0
211513,4,1571269,211203100,10264735,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211573,4,1571329,211202750,10264667,1-17-2019,0,845.3,0,               ,,               ,1,WIN,0
211580,4,1571336,211202800,10264718,1-17-2019,0,573.12,0,               ,,               ,1,WIN,0
211577,4,1571333,211204120,10264816,1-17-2019,0,406.63,0,               ,,               ,1,WIN,0
211613,4,1571369,211203520,10264762,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211527,4,1571283,211203710,10264782,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211549,4,1571305,211202040,10264676,1-17-2019,0,294.27,0,               ,,               ,1,WIN,0
211592,4,1571348,211201950,10264665,1-17-2019,0,434.72,0,               ,,               ,1,WIN,0
211631,4,1571387,211201430,10264640,1-17-2019,0,434.72,0,               ,,               ,1,WIN,0
211586,4,1571342,211201700,10264657,1-17-2019,0,500.03,0,               ,,               ,1,WIN,0
211567,4,1571323,211201840,10264666,1-17-2019,0,703.54,0,               ,,               ,1,WIN,0
211590,4,1571346,211200830,10264606,1-17-2019,0,367.5,0,               ,,               ,1,WIN,0
211516,4,1571272,211200540,10264596,1-17-2019,0,199.5,0,               ,,               ,1,WIN,0
211598,4,1571354,211200572,10265023,1-17-2019,0,650,0,               ,,               ,1,WIN,0
211504,4,1571261,211201110,10264620,1-17-2019,0,412.99,0,               ,,               ,1,WIN,0
211615,4,1571371,211201180,10264628,1-17-2019,0,439.67,0,               ,,               ,1,WIN,0
211640,4,1571396,211201040,10264662,1-17-2019,0,476.18,0,               ,,               ,1,WIN,0
211571,4,1571327,211201060,10264618,1-17-2019,0,810.86,0,               ,,               ,1,WIN,0
211507,4,1571264,211201070,10264619,1-17-2019,0,633.33,0,               ,,               ,1,WIN,0
211528,4,1571284,211200190,10264570,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211524,4,1571280,211200170,10264567,1-17-2019,0,294.27,0,               ,,               ,1,WIN,0
211525,4,1571281,211200390,10264587,1-17-2019,0,668.1,0,               ,,               ,1,WIN,0
211562,4,1571318,211200360,10264584,1-17-2019,0,238.09,0,               ,,               ,1,WIN,0
211515,4,1571271,111207728,10264340,1-17-2019,0,238.09,0,               ,,               ,1,WIN,0
211593,4,1571349,111205370,10264481,1-17-2019,0,322.36,0,               ,,               ,1,WIN,0
211628,4,1571384,111203890,10266335,1-17-2019,0,210,0,               ,,               ,1,WIN,0
211583,4,1571339,111204620,10264444,1-17-2019,0,699.9,0,               ,,               ,1,WIN,0
211547,4,1571303,111204510,10264439,1-17-2019,0,1275.8,0,               ,,               ,1,WIN,0
211609,4,1571365,111200881,10264301,1-17-2019,0,261.94,0,               ,,               ,1,WIN,0
211494,4,1571251,111201110,10264328,1-17-2019,0,490.9,0,               ,,               ,1,WIN,0
211633,4,1571389,111203000,10264392,1-17-2019,0,278.18,0,               ,,               ,1,WIN,0
211621,4,1571377,111203120,10264446,1-17-2019,0,540,0,               ,,               ,1,WIN,0
211495,4,1571252,111200650,10264274,1-17-2019,0,567.36,0,               ,,               ,1,WIN,0
211746,4,1571502,111200130,10264224,1-18-2019,0,323.72,0,               ,,               ,1,WIN,0
211668,4,1571424,111200480,10264257,1-18-2019,0,336.9,0,               ,,               ,1,WIN,0
211744,4,1571500,111203200,10264497,1-18-2019,0,674.55,0,               ,,               ,1,WIN,0
211809,4,1571565,111201100,10264327,1-18-2019,0,323.72,0,               ,,               ,1,WIN,0
211757,4,1571513,111201030,10264321,1-18-2019,0,451,0,               ,,               ,1,WIN,0
211679,4,1571435,111203313,10265025,1-18-2019,0,350.45,0,               ,,               ,1,WIN,0
211735,4,1571491,111203311,10264345,1-18-2019,0,354.61,0,               ,,               ,1,WIN,0
211839,4,1571594,111204751,10264453,1-18-2019,0,134.61,0,               ,,               ,1,WIN,0
211820,4,1571575,111204751,10264453,1-18-2019,0,220,0,               ,,               ,1,WIN,0
211717,4,1571473,111205910,10264501,1-18-2019,0,231,0,               ,,               ,1,WIN,0
211655,4,1571411,111207742,10264492,1-18-2019,0,462,0,               ,,               ,1,WIN,0
211749,4,1571505,111207210,10264550,1-18-2019,0,509.11,0,               ,,               ,1,WIN,0
211763,4,1571519,111207670,10264220,1-18-2019,0,231,0,               ,,               ,1,WIN,0
211656,4,1571412,111207699,10264433,1-18-2019,0,261.94,0,               ,,               ,1,WIN,0
211823,4,1571578,111207708,10265271,1-18-2019,0,210,0,               ,,               ,1,WIN,0
211740,4,1571496,211200450,10264590,1-18-2019,0,689.51,0,               ,,               ,1,WIN,0
211840,4,1571595,211200010,10264555,1-18-2019,0,1000,0,               ,,               ,1,WIN,0
211842,4,1571597,211200600,10264597,1-18-2019,0,346.5,0,               ,,               ,1,WIN,0
211674,4,1571430,211200520,10264595,1-18-2019,0,601.03,0,               ,,               ,1,WIN,0
211663,4,1571419,211200480,10264592,1-18-2019,0,1714.28,0,               ,,               ,1,WIN,0
211854,4,1571609,211201790,10264661,1-18-2019,0,3449.89,0,               ,,               ,1,WIN,0
211737,4,1571493,211201390,10264638,1-18-2019,0,406.63,0,               ,,               ,1,WIN,0
211666,4,1571422,211201480,10264643,1-18-2019,0,1373.24,0,               ,,               ,1,WIN,0
211729,4,1571485,211203709,10264585,1-18-2019,0,210,0,               ,,               ,1,WIN,0
211704,4,1571460,211203720,10264778,1-18-2019,0,210,0,               ,,               ,1,WIN,0
211719,4,1571475,211202870,10264720,1-18-2019,1,0,205.8,1158533,6,Bislig City    ,1,WIN,0
211765,4,1571521,211203020,10264730,1-18-2019,0,458.09,0,               ,,               ,1,WIN,0
211766,4,1571522,211203170,10264740,1-18-2019,0,430,0,               ,,               ,1,WIN,0
211805,4,1571561,211203080,10264733,1-18-2019,0,220,0,               ,,               ,1,WIN,0
211657,4,1571413,211203250,10264747,1-18-2019,0,294.27,0,               ,,               ,1,WIN,0
211747,4,1571503,211204600,10264865,1-18-2019,0,199.5,0,               ,,               ,1,WIN,0
